thisRow.t,notes,welcome.started,text_2.started,key_resp_2.started,welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002421700000013516,0.007707299999992756,0.007707299999992756,3.3664412999999627,space,3.2933013999999616,None,550037,001,2025-02-06_19h58.41.808,stroop,2024.2.4,60.18411524537549,2025-02-06 19h59.47.091728 -0800,
