thisRow.t,notes,welcome.started,text_2.started,key_resp_2.started,welcome.stopped,key_resp_2.keys,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.002549400000134483,0.007745300000351563,0.007745300000351563,29.985789100000147,None,597942,001,2025-02-06_19h50.11.863,stroop,2024.2.4,60.105725971915824,2025-02-06 19h50.17.638427 -0800,
