type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,press.keys,press.corr,press.rt,press.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,press_space.started,text_welcome.started,welcome.stopped,press_space.keys,press_space.rt,press_space.duration,trial.started,press.started,text_stroop.started,sound_1.started,dot.started,text_stroop.stopped,sound_1.stopped,dot.stopped,trial.stopped,stroop.press.keys,stroop.press.corr,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,stroop.press.rt,stroop.press.duration,thanks.started,thank_you.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,0.002228199999080971,0.0062034000002313405,0.0062034000002313405,6.070650700014085,space,6.052963699999964,None,,,,,,,,,,,,,,,,,,,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,21,black,yellow,word,z,800,2000,0,0,0,None,0,,,0,0,0,20,6.210425600002054,,,,,,,,,6.205799299990758,6.210425600002054,6.210425600002054,0.13480999998864718,6.278739800007315,6.278739800007315,3.3575051999941934,11.07905749999918,11.0639142,None,0,1.0188884180078546,11.064616799994837,11.07905749999918,12.123020099999849,12.080413499992574,,,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,38,blue,blue,word,m,800,2000,1,1,0,m,1,0.7659249999851454,None,0,1,1,37,12.123020099999849,,,,,,,,,12.118745899992064,12.123020099999849,12.123020099999849,0.03804030001629144,12.295631200016942,12.295631200016942,,,12.897995200008154,m,1,4.452153086911171,12.898672500014072,12.912574299989501,17.39206959999865,17.34709440000006,0.7659249999851454,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,4,red,green,word,z,800,2000,2,2,0,z,1,0.6753176999918651,None,0,2,2,3,17.39206959999865,,,,,,,,,17.3873295999947,17.39206959999865,17.39206959999865,0.040023199981078506,17.562914100009948,17.562914100009948,,,18.081877299991902,z,1,5.8576337586062115,18.082581399998162,18.09632589999819,23.9888149999897,23.931329899991397,0.6753176999918651,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,41,green,green,word,m,800,2000,3,3,0,m,1,0.8306401000008918,None,0,3,3,40,23.9888149999897,,,,,,,,,23.983621099992888,23.9888149999897,23.9888149999897,0.05181509998510592,24.147062900010496,24.147062900010496,,,24.832578400004422,m,1,2.942224611986524,24.83323270000983,24.847045900009107,27.81219319999218,27.7649148000055,0.8306401000008918,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,51,red,red,word,m,800,2000,4,4,0,m,1,0.9402248999977019,None,0,4,4,50,27.81219319999218,,,,,,,,,27.80514989999938,27.81219319999218,27.81219319999218,0.040493000007700175,27.980699000007007,27.980699000007007,,,28.76651740001398,m,1,3.8238021211446607,28.767171200015582,28.780712300009327,32.63766249999753,32.58276570000453,0.9402248999977019,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,40,yellow,yellow,word,m,800,2000,5,5,0,m,1,0.7910590000101365,None,0,5,5,39,32.63766249999753,,,,,,,,,32.6309833000123,32.63766249999753,32.63766249999753,0.04829429998062551,32.79785289999563,32.79785289999563,,,33.43318660001387,m,1,3.346666742158468,33.43395299999975,33.44774120001239,36.79747099999804,36.76539000001503,0.7910590000101365,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,58,yellow,red,word,z,800,2000,6,6,0,z,1,0.77772179999738,None,0,6,6,57,36.79747099999804,,,,,,,,,36.79275980000966,36.79747099999804,36.79747099999804,0.027393700001994148,36.96497100000852,36.96497100000852,,,37.58375769999111,z,1,4.0697143156287705,37.584428700007265,37.598273200012045,41.69656750001013,41.6500711000117,0.77772179999738,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,7,green,green,word,m,800,2000,7,7,0,m,1,0.5989707999979146,None,0,7,7,6,41.69656750001013,,,,,,,,,41.69017970000277,41.69656750001013,41.69656750001013,0.040343300002859905,41.8655539000174,41.8655539000174,,,42.3011506999901,m,1,5.499945704872303,42.30180869999458,42.31552969999029,47.84970479999902,47.80095569998957,0.5989707999979146,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,33,yellow,green,word,z,800,2000,8,8,0,z,1,0.9232100000081118,None,0,8,8,32,47.84970479999902,,,,,,,,,47.841293400008,47.84970479999902,47.84970479999902,0.04072779999114573,48.016184800013434,48.016184800013434,,,48.785063299990725,z,1,1.4874231273284546,48.78577469999436,48.79910510001355,50.30737160000717,50.26726759999292,0.9232100000081118,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,54,green,green,word,m,800,2000,9,9,0,m,1,2.605267900013132,None,0,9,9,53,50.30737160000717,,,,,,,,,50.30058790001203,50.30737160000717,50.30737160000717,0.03343569999560714,50.48295520001557,50.48295520001557,,,52.91880839999067,m,1,2.6141886119676667,52.91947630001232,52.93332549999468,55.558427200012375,55.51785229999223,2.605267900013132,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,46,yellow,yellow,word,m,800,2000,10,10,0,m,1,0.7302936000050977,None,0,10,10,45,55.558427200012375,,,,,,,,,55.54992960000527,55.558427200012375,55.558427200012375,0.03192530001979321,55.73348600001191,55.73348600001191,,,56.302141799998935,m,1,2.2139940574195607,56.30279660000815,56.31687100001727,58.52864609999233,58.50115729999379,0.7302936000050977,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,43,green,green,word,m,800,2000,11,11,0,m,1,0.6962926000123844,None,0,11,11,42,58.52864609999233,,,,,,,,,58.52214200000162,58.52864609999233,58.52864609999233,0.020926800003508106,58.716933599993354,58.716933599993354,,,59.23612509999657,m,1,1.244726139769057,59.236877699993784,59.250237500004005,60.51030890000402,60.4682667000161,0.6962926000123844,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,44,green,red,word,z,800,2000,12,12,0,z,1,0.8302854000066873,None,0,12,12,43,60.51030890000402,,,,,,,,,60.504016399994725,60.51030890000402,60.51030890000402,0.035991799988551065,60.68390570001793,60.68390570001793,,,61.352375399990706,z,1,4.9991059536321085,61.35303430000204,61.36745789999259,66.3827297000098,66.33549440000206,0.8302854000066873,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,2,yellow,green,word,z,800,2000,13,13,0,z,1,0.882202300010249,None,0,13,13,1,66.3827297000098,,,,,,,,,66.37522139999783,66.3827297000098,66.3827297000098,0.039812800008803606,66.55129910001415,66.55129910001415,,,67.27003350001178,z,1,3.494953255411686,67.27118480001809,67.28486720001092,70.80038940001396,70.75283579999814,0.882202300010249,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,50,yellow,green,word,z,800,2000,14,14,0,z,1,0.9983147000020836,None,0,14,14,49,70.80038940001396,,,,,,,,,70.79456589999609,70.80038940001396,70.80038940001396,0.04178159998264164,70.96839920000639,70.96839920000639,,,71.80345820001094,z,1,2.9674346450975206,71.80426020000596,71.81838959999732,74.79702190001262,74.76996430000872,0.9983147000020836,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,10,green,yellow,word,z,800,2000,15,15,0,z,1,0.9454077999980655,None,0,15,15,9,74.79702190001262,,,,,,,,,74.79099999999744,74.79702190001262,74.79702190001262,0.02097059998777695,74.98522920001415,74.98522920001415,,,75.75445149998995,z,1,5.0224901368359305,75.7551941999991,75.76883419998921,80.7976204000006,80.77058989999932,0.9454077999980655,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,55,green,yellow,word,z,800,2000,16,16,0,z,1,0.7821334000036586,None,0,16,16,54,80.7976204000006,,,,,,,,,80.79209490001085,80.7976204000006,80.7976204000006,0.02156779999495484,80.98549680001452,80.98549680001452,,,81.58809510001447,z,1,2.9688130675058635,81.58875039999839,81.602647599997,84.60689860000275,84.55407519999426,0.7821334000036586,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,32,orange,green,word,z,800,2000,17,17,0,z,1,0.8446311000152491,None,0,17,17,31,84.60689860000275,,,,,,,,,84.60008340000059,84.60689860000275,84.60689860000275,0.04578479999327101,84.76980259999982,84.76980259999982,,,85.45496930001536,z,1,4.382720618349383,85.45575240001199,85.46947260000161,89.86417640000582,89.83799560001353,0.8446311000152491,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,35,red,red,word,m,800,2000,18,18,0,m,1,0.9020867999934126,None,0,18,18,34,89.86417640000582,,,,,,,,,89.85851710001589,89.86417640000582,89.86417640000582,0.020660800015321,90.05340269999579,90.05340269999579,,,90.77259169999161,m,1,3.6516830873134656,90.77324929999304,90.78692430001684,94.45281409999006,94.4219190000149,0.9020867999934126,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,8,black,yellow,word,z,800,2000,19,19,0,z,1,0.7692706999951042,None,0,19,19,7,94.45281409999006,,,,,,,,,94.44525019999128,94.45281409999006,94.45281409999006,0.023099999991245568,94.63727989999461,94.63727989999461,,,95.23969789998955,z,1,4.831220541149535,95.24032630000147,95.25358419999247,100.08205230001477,100.05544130000635,0.7692706999951042,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,47,blue,blue,word,m,800,2000,20,20,0,m,1,0.7426966000057291,None,0,20,20,46,100.08205230001477,,,,,,,,,100.07502350001596,100.08205230001477,100.08205230001477,0.01973490000818856,100.27164809999522,100.27164809999522,,,100.84019230000558,m,1,3.96828246536003,100.84138610001537,100.85420319999685,104.83769919999759,104.80574559999513,0.7426966000057291,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,49,yellow,yellow,word,m,800,2000,21,21,0,m,1,0.8175289999926463,None,0,21,21,48,104.83769919999759,,,,,,,,,104.83048850001069,104.83769919999759,104.83769919999759,0.024727500014705583,105.02157780001289,105.02157780001289,,,105.65766530000838,m,1,5.248991652994043,105.65833420000854,105.67157510001562,110.93272440001601,110.90629879999324,0.8175289999926463,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,25,red,blue,word,z,800,2000,22,22,0,z,1,0.8241617000021506,None,0,22,22,24,110.93272440001601,,,,,,,,,110.9258004000003,110.93272440001601,110.93272440001601,0.019632300012744963,111.1223416000139,111.1223416000139,,,111.77421699999832,z,1,2.4245397004616995,111.77501879999181,111.78916270000627,114.22639940000954,114.19052130001364,0.8241617000021506,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,6,red,yellow,word,z,800,2000,23,23,0,z,1,0.9154568999947514,None,0,23,23,5,114.22639940000954,,,,,,,,,114.22175890000653,114.22639940000954,114.22639940000954,0.03132280000136234,114.40568440000061,114.40568440000061,,,115.15787530000671,z,1,4.770015706419523,115.15856129999156,115.17285500001162,119.96716430000379,119.9238452000136,0.9154568999947514,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,39,red,yellow,word,z,800,2000,24,24,0,z,1,0.7270011999935377,None,0,24,24,38,119.96716430000379,,,,,,,,,119.9618741000013,119.96716430000379,119.96716430000379,0.037993700010702014,120.13981469999999,120.13981469999999,,,120.70893769999384,z,1,1.534721692761157,120.70970919998945,120.72333440001239,122.27509899999131,122.24122289998922,0.7270011999935377,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,48,yellow,red,word,z,800,2000,25,25,0,z,1,0.8683596999908332,None,0,25,25,47,122.27509899999131,,,,,,,,,122.26826509999228,122.27509899999131,122.27509899999131,0.026785299996845424,122.45649340000818,122.45649340000818,,,123.15881650001393,z,1,4.297604652861179,123.159484600008,123.17344879999291,127.47479939999175,127.44180190001498,0.8683596999908332,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,34,green,green,word,m,800,2000,26,26,0,m,1,0.8417075999896042,None,0,26,26,33,127.47479939999175,,,,,,,,,127.46742550001363,127.47479939999175,127.47479939999175,0.02592670000740327,127.65695619999315,127.65695619999315,,,128.32610299999942,m,1,2.3371573264442853,128.32676309999079,128.34067289999803,130.69538230000762,130.6587467000063,0.8417075999896042,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,17,yellow,green,word,z,800,2000,27,27,0,z,1,0.7593382000050042,None,0,27,27,16,130.69538230000762,,,,,,,,,130.6911681999918,130.69538230000762,130.69538230000762,0.03216459997929633,130.87428499999805,130.87428499999805,,,131.45953630001168,z,1,1.1040536720260232,131.46036490000552,131.47424290000345,132.6152243000106,132.55817599999136,0.7593382000050042,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,30,blue,red,word,z,800,2000,28,28,0,z,1,0.8222003999981098,None,0,28,28,29,132.6152243000106,,,,,,,,,132.6079701000126,132.6152243000106,132.6152243000106,0.05002759999479167,132.7577592000016,132.7577592000016,,,133.44350029999623,z,1,1.4656768609565909,133.44414830001188,133.45776849999675,134.9385695999954,134.9090628999984,0.8222003999981098,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,22,red,yellow,word,z,800,2000,29,29,0,z,1,0.83759540002211,None,0,29,29,21,134.9385695999954,,,,,,,,,134.93314660000033,134.9385695999954,134.9385695999954,0.024025100021390244,135.12459980000858,135.12459980000858,,,135.7926037000143,z,1,2.245816640878421,135.79317759998958,135.80761829999392,138.05502030000207,138.02577500001644,0.83759540002211,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,29,green,blue,word,z,800,2000,30,30,0,z,1,0.8389183999970555,None,0,30,30,28,138.05502030000207,,,,,,,,,138.0491677999962,138.05502030000207,138.05502030000207,0.02334280000650324,138.24139109998941,138.24139109998941,,,138.91108700001496,z,1,4.427972637520815,138.91174390001106,138.92483080000966,143.3704790000047,143.32627859999775,0.8389183999970555,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,31,yellow,red,word,z,800,2000,31,31,0,z,1,1.140577399986796,None,0,31,31,30,143.3704790000047,,,,,,,,,143.3636126999918,143.3704790000047,143.3704790000047,0.03732139998464845,143.5423385000031,143.5423385000031,,,144.5273579999921,z,1,1.8399463599283263,144.5280744000047,144.54233029999887,146.4056433000078,146.36016430001473,1.140577399986796,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,3,blue,red,word,z,800,2000,32,32,0,z,1,0.7327380999922752,None,0,32,32,2,146.4056433000078,,,,,,,,,146.39945600001374,146.4056433000078,146.4056433000078,0.039301800017710775,146.5754855000123,146.5754855000123,,,147.14470870001242,z,1,5.0293940258214995,147.14545199999702,147.15920680001727,152.1859792000032,152.16059030001634,0.7327380999922752,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,24,blue,green,word,z,800,2000,33,33,0,z,1,0.732962599984603,None,0,33,33,23,152.1859792000032,,,,,,,,,152.18012330000056,152.1859792000032,152.1859792000032,0.019606399990152568,152.37612890001037,152.37612890001037,,,152.92836610000813,z,1,1.2230402678511545,152.92906900000526,152.94309489999432,154.17798680000124,154.14417559999856,0.732962599984603,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,15,yellow,red,word,z,800,2000,34,34,0,z,1,0.8151652000087779,None,0,34,34,14,154.17798680000124,,,,,,,,,154.1708437000052,154.17798680000124,154.17798680000124,0.02681099998881109,154.35952830000315,154.35952830000315,,,154.9959080000117,z,1,5.409839625928102,154.99658140001702,155.00987720000558,160.4220876999898,160.394904100016,0.8151652000087779,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,23,green,green,word,m,800,2000,35,35,0,m,1,0.8350797000166494,None,0,35,35,22,160.4220876999898,,,,,,,,,160.41581189999124,160.4220876999898,160.4220876999898,0.02102079999167472,160.6106345000153,160.6106345000153,,,161.262788299995,m,1,2.079341442143265,161.2635176999902,161.27688560000388,163.41154309999547,163.32847989999573,0.8350797000166494,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,26,green,yellow,word,z,800,2000,36,36,0,z,1,0.9796915999904741,None,0,36,36,25,163.41154309999547,,,,,,,,,163.40690649999306,163.41154309999547,163.41154309999547,0.07830939997802489,163.5441597000172,163.5441597000172,,,164.3964086000051,z,1,4.581282907214703,164.3971717999957,164.41110530000878,169.02366480001365,168.96223430000828,0.9796915999904741,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,12,yellow,yellow,word,m,800,2000,37,37,0,m,1,1.1340186000161339,None,0,37,37,11,169.02366480001365,,,,,,,,,169.01595960001578,169.02366480001365,169.02366480001365,0.05399849999230355,169.17800849999185,169.17800849999185,,,170.16385209999862,m,1,5.065909870624579,170.16452079999726,170.17831930000102,175.25832130000344,175.23022620001575,1.1340186000161339,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,1,red,red,word,m,800,2000,38,38,0,m,1,0.7108521000191104,None,0,38,38,0,175.25832130000344,,,,,,,,,175.25280809999094,175.25832130000344,175.25832130000344,0.022626100020715967,175.44515040001716,175.44515040001716,,,175.9810640999931,m,1,1.4027880223660656,175.9820304000168,175.99514079999062,177.41158330001053,177.37993019999703,0.7108521000191104,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,56,green,red,word,z,800,2000,39,39,0,z,1,0.7483392000140157,None,0,39,39,55,177.41158330001053,,,,,,,,,177.4044564999931,177.41158330001053,177.41158330001053,0.02473370000370778,177.5952418000088,177.5952418000088,,,178.1641876999929,z,1,5.002267576866024,178.16488409999874,178.17870650000987,183.19476810001652,183.16378870001063,0.7483392000140157,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,13,purple,red,word,z,800,2000,40,40,0,z,1,0.6975244999921415,None,0,40,40,12,183.19476810001652,,,,,,,,,183.1893196000019,183.19476810001652,183.19476810001652,0.02543899999000132,183.37922820000676,183.37922820000676,,,183.89813630000572,z,1,2.938218752221652,183.89879340000334,183.91287530001136,186.87472310001613,186.8309940000181,0.6975244999921415,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,11,green,red,word,z,800,2000,41,41,0,z,1,0.9693073000235017,None,0,41,41,10,186.87472310001613,,,,,,,,,186.8676953999966,186.87472310001613,186.87472310001613,0.037027600017609075,187.04622240000754,187.04622240000754,,,187.84827680001035,z,1,4.071622421331989,187.84907970001223,187.86294379999163,191.94095910000033,191.91439900000114,0.9693073000235017,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,20,red,green,word,z,800,2000,42,42,0,z,1,0.7544212999928277,None,0,42,42,19,191.94095910000033,,,,,,,,,191.9341961000173,191.94095910000033,191.94095910000033,0.019879400002537295,192.13048200000776,192.13048200000776,,,192.69916950000334,z,1,2.67294447152492,192.69986019999487,192.71358830001554,195.39255499999854,195.3651424999989,0.7544212999928277,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,19,green,red,word,z,800,2000,43,43,0,z,1,0.7650161000201479,None,0,43,43,18,195.39255499999854,,,,,,,,,195.38557089999085,195.39255499999854,195.39255499999854,0.020493899995926768,195.58062860000064,195.58062860000064,,,196.16628000000492,z,1,5.3649553809343296,196.1669319999928,196.1806884999969,201.54214629999478,201.515610500006,0.7650161000201479,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,52,red,green,word,z,800,2000,44,44,0,z,1,0.6912096000160091,None,0,44,44,51,201.54214629999478,,,,,,,,,201.5357112000056,201.54214629999478,201.54214629999478,0.01989809999940917,201.73108500000671,201.73108500000671,,,202.249664700008,z,1,4.8723741687366,202.25031730000046,202.26465650001774,207.14437120000366,207.11631879999186,0.6912096000160091,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,28,yellow,yellow,word,m,800,2000,45,45,0,m,1,0.950726900016889,None,0,45,45,27,207.14437120000366,,,,,,,,,207.1376460000174,207.14437120000366,207.14437120000366,0.021355600008973852,207.33170619999873,207.33170619999873,,,208.10026579999248,m,1,4.750837235405832,208.10098740001558,208.11524020001525,212.87690130001283,212.85001369999372,0.950726900016889,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,9,red,blue,word,z,800,2000,46,46,0,z,1,0.9359917000110727,None,0,46,46,8,212.87690130001283,,,,,,,,,212.870436600002,212.87690130001283,212.87690130001283,0.020505699998466298,213.06570890001603,213.06570890001603,,,213.8179058000096,z,1,4.475484598150364,213.81863500000327,213.83228800000506,218.3086115999904,218.28389089999837,0.9359917000110727,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,27,green,red,word,z,800,2000,47,47,0,z,1,1.185885499988217,None,0,47,47,26,218.3086115999904,,,,,,,,,218.30250630000955,218.3086115999904,218.3086115999904,0.018779700010782108,218.49921169999288,218.49921169999288,,,219.50155049999012,z,1,5.478858200436484,219.5022547999979,219.5163836000138,224.99537920000148,224.96801280000363,1.185885499988217,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,37,red,green,word,z,800,2000,48,48,0,z,1,0.6926252999983262,None,0,48,48,36,224.99537920000148,,,,,,,,,224.99000290001277,224.99537920000148,224.99537920000148,0.021974200004478917,225.18323329999112,225.18323329999112,,,225.70195499999681,z,1,3.661034716398091,225.70266609999817,225.71673980000196,229.38084870000603,229.35180860001128,0.6926252999983262,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,42,green,yellow,word,z,800,2000,49,49,0,z,1,0.8183731000171974,None,0,49,49,41,229.38084870000603,,,,,,,,,229.37494450001395,229.38084870000603,229.38084870000603,0.023199599992949516,229.5673136000114,229.5673136000114,,,230.2032329000067,z,1,3.0058331863315866,230.20389000000432,230.21732250001514,233.23043990001315,233.20201139998971,0.8183731000171974,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,59,yellow,green,word,z,800,2000,50,50,0,z,1,0.8371225000009872,None,0,50,50,58,233.23043990001315,,,,,,,,,233.2236753999896,233.23043990001315,233.23043990001315,0.021606700000120327,233.41781129999436,233.41781129999436,,,234.07065730000613,z,1,1.6893408165577934,234.07149830000708,234.0842927999911,235.776039999997,235.75191059999634,0.8371225000009872,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,18,red,red,word,m,800,2000,51,51,0,m,1,0.7117006999906152,None,0,51,51,17,235.776039999997,,,,,,,,,235.7696197000041,235.776039999997,235.776039999997,0.01805930002592504,235.96876950000296,235.96876950000296,,,236.50317909999285,m,1,5.44561134295078,236.50395640000352,236.51824520001537,241.98014940001303,241.93573800000013,0.7117006999906152,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
