type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,press.keys,press.corr,press.rt,press.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,press_space.started,text_welcome.started,welcome.stopped,press_space.keys,press_space.rt,press_space.duration,trial.started,press.started,text_stroop.started,sound_1.started,dot.started,text_stroop.stopped,sound_1.stopped,dot.stopped,trial.stopped,stroop.press.keys,stroop.press.corr,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,stroop.press.rt,stroop.press.duration,thanks.started,thank_you.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
test,inconsistent,25,red,blue,word,z,800,2000,174,56,2,z,1,0.46200410000164993,None,2,56,174,24,774.165069300012,,,,,,,,,774.1586626000062,774.165069300012,774.165069300012,0.019999599986476824,774.3541674000153,774.3541674000153,,,774.6396118999983,z,1,5.235263781013405,774.6402964000008,774.6540977999975,779.9062580000027,779.872457599995,0.46200410000164993,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,20,red,green,word,z,800,2000,175,57,2,z,1,0.6256548000092153,None,2,57,175,19,779.9062580000027,,,,,,,,,779.9005919999909,779.9062580000027,779.9062580000027,0.028191199991852045,780.0883858000161,780.0883858000161,,,780.5402000000176,z,1,1.0102632066027653,780.5410011000058,780.5546661000117,781.5658336000051,781.5392813000071,0.6256548000092153,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,38,blue,blue,word,m,800,2000,176,58,2,z,0,0.5645574000081979,None,2,58,176,37,781.5658336000051,,,,,,,,,781.5591568000091,781.5658336000051,781.5658336000051,0.019953399983933195,781.7547609000176,781.7547609000176,,,782.1405118000112,z,0,4.505963254764998,782.141185799992,782.1548902000068,786.6713037000154,786.6400513999979,0.5645574000081979,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,32,orange,green,word,z,800,2000,177,0,3,z,1,0.6660936000116635,None,3,0,177,31,786.6713037000154,,,,,,,,,786.6634654999943,786.6713037000154,786.6713037000154,0.02384059998439625,786.8553530999925,786.8553530999925,,,787.3411567000148,z,1,1.7203364931996274,787.3421062999987,787.3552970000019,789.0848431999912,789.0568914000178,0.6660936000116635,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,36,red,red,word,m,800,2000,178,1,3,m,1,0.6584787000028882,None,3,1,178,35,789.0848431999912,,,,,,,,,789.0789555000083,789.0848431999912,789.0848431999912,0.021937299985438585,789.2723781999957,789.2723781999957,,,789.7580608999997,m,1,2.4804846073710385,789.7587424000085,789.7724956000166,792.2466552999977,792.2238642000011,0.6584787000028882,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,6,red,yellow,word,z,800,2000,179,2,3,z,1,0.6223729000193998,None,3,2,179,5,792.2466552999977,,,,,,,,,792.23987759999,792.2466552999977,792.2466552999977,0.016149099974427372,792.4393144999922,792.4393144999922,,,792.8751114000042,z,1,3.216036423331897,792.87579250001,792.8898083000095,796.112887299998,796.0909320999926,0.6223729000193998,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,4,red,green,word,z,800,2000,180,3,3,z,1,0.6654933000099845,None,3,3,180,3,796.112887299998,,,,,,,,,796.1069881000149,796.112887299998,796.112887299998,0.01635859999805689,796.3063351000019,796.3063351000019,,,796.7920920999895,z,1,5.987953455267809,796.7928228999954,796.8062094000052,802.8042476999981,802.7745788000175,0.6654933000099845,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,33,yellow,green,word,z,800,2000,181,4,3,z,1,0.8322915000026114,None,3,4,181,32,802.8042476999981,,,,,,,,,802.798509699991,802.8042476999981,802.8042476999981,0.023815000022295862,802.9903728000063,802.9903728000063,,,803.6426587000024,z,1,1.0509104485154195,803.6433134000108,803.6568191999977,804.721028800006,804.6915963999927,0.8322915000026114,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,26,green,yellow,word,z,800,2000,182,5,3,z,1,0.762421399995219,None,3,5,182,25,804.721028800006,,,,,,,,,804.7149531000177,804.721028800006,804.721028800006,0.02334840002004057,804.907020100014,804.907020100014,,,805.4926955999981,z,1,3.210333557115459,805.4933719999972,805.5070507999917,808.7203064000059,808.6921991000127,0.762421399995219,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,41,green,green,word,m,800,2000,183,6,3,m,1,0.8020727999974042,None,3,6,183,40,808.7203064000059,,,,,,,,,808.7140839000058,808.7203064000059,808.7203064000059,0.022126700001535937,808.9073975000065,808.9073975000065,,,809.5265004000103,m,1,2.5447225067166275,809.5271394000156,809.5410346999997,812.0955531999934,812.0589839000022,0.8020727999974042,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,7,green,green,word,m,800,2000,184,7,3,m,1,0.731263299996499,None,3,7,184,6,812.0955531999934,,,,,,,,,812.0898079000181,812.0955531999934,812.0955531999934,0.03085149999242276,812.2746859000181,812.2746859000181,,,812.8438243000128,m,1,2.8847558937363336,812.8444993000012,812.8577904000122,815.7670049000008,815.7259919999924,0.731263299996499,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,47,blue,blue,word,m,800,2000,185,8,3,m,1,0.7598855000105686,None,3,8,185,46,815.7670049000008,,,,,,,,,815.7599566999997,815.7670049000008,815.7670049000008,0.03395420001470484,815.9416877999902,815.9416877999902,,,816.543264100008,m,1,1.030339308956659,816.5439131000021,816.5580755000119,817.5888785000134,817.5596480999957,0.7598855000105686,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,13,purple,red,word,z,800,2000,186,9,3,z,1,0.6678137999842875,None,3,9,186,12,817.5888785000134,,,,,,,,,817.580363999994,817.5888785000134,817.5888785000134,0.020679600012954324,817.7752187000006,817.7752187000006,,,818.2606736000162,z,1,3.6385837860225285,818.2613166999945,818.2752049000119,821.9210908999958,821.893370500009,0.6678137999842875,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,34,green,green,word,m,800,2000,187,10,3,m,1,0.687921800010372,None,3,10,187,33,821.9210908999958,,,,,,,,,821.9144230000093,821.9210908999958,821.9210908999958,0.021129999979166314,822.108991599991,822.108991599991,,,822.6114658000006,m,1,1.7463167025155166,822.612111800001,822.6262373999925,824.3658413999947,824.343551900005,0.687921800010372,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,43,green,green,word,m,800,2000,188,11,3,m,1,0.9451339000079315,None,3,11,188,42,824.3658413999947,,,,,,,,,824.3597340999986,824.3658413999947,824.3658413999947,0.01625909999711439,824.5590135999955,824.5590135999955,,,825.3280634999974,m,1,5.3182809910152535,825.3287157000159,825.3426890000119,830.6728616000037,830.6441752999963,0.9451339000079315,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,48,yellow,red,word,z,800,2000,189,12,3,z,1,0.814838200021768,None,3,12,189,47,830.6728616000037,,,,,,,,,830.6654081000015,830.6728616000037,830.6728616000037,0.02137500001117587,830.8595307999931,830.8595307999931,,,831.4956074999936,z,1,3.146749341414475,831.4962781000067,831.5095797000104,834.6542537999921,834.6277726000117,0.814838200021768,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,40,yellow,yellow,word,m,800,2000,190,13,3,m,1,0.7766633999999613,None,3,13,190,39,834.6542537999921,,,,,,,,,834.647749900003,834.6542537999921,834.6542537999921,0.020059900009073317,834.8435084999946,834.8435084999946,,,835.4461302999989,m,1,2.684430007532054,835.4471672000072,835.459975500009,838.1540856999927,838.1281639999943,0.7766633999999613,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,57,yellow,yellow,word,m,800,2000,191,14,3,m,1,0.6062650000094436,None,3,14,191,56,838.1540856999927,,,,,,,,,838.1475100000098,838.1540856999927,838.1540856999927,0.019492999999783933,838.3438371999946,838.3438371999946,,,838.7630172999925,m,1,1.0311691902576157,838.7636663000158,838.7771676999982,839.8085508999939,839.7784587999922,0.6062650000094436,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,44,green,red,word,z,800,2000,192,15,3,z,1,0.6672373999899719,None,3,15,192,43,839.8085508999939,,,,,,,,,839.8019801999908,839.8085508999939,839.8085508999939,0.023700699995970353,839.9940866999968,839.9940866999968,,,840.4798520999902,z,1,2.9727398999114047,840.480572600005,840.4941162999894,843.4748765999975,843.4454108999926,0.6672373999899719,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,46,yellow,yellow,word,m,800,2000,193,16,3,m,1,0.5976630999939516,None,3,16,193,45,843.4748765999975,,,,,,,,,843.4688754999952,843.4748765999975,843.4748765999975,0.023519299982581288,843.6606109999993,843.6606109999993,,,844.0799652000132,m,1,4.404548189025212,844.0806088999962,844.094442200003,848.5057407999993,848.479347799992,0.5976630999939516,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,9,red,blue,word,z,800,2000,194,17,3,z,1,0.8802538999880198,None,3,17,194,8,848.5057407999993,,,,,,,,,848.4991183000093,848.5057407999993,848.5057407999993,0.020045499986736104,848.6950398999907,848.6950398999907,,,849.3971717999957,z,1,2.754212303797187,849.3978449999995,849.4114233000146,852.1754883000103,852.1463517000084,0.8802538999880198,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,5,orange,blue,word,z,800,2000,195,18,3,z,1,0.5627888000162784,None,3,18,195,4,852.1754883000103,,,,,,,,,852.168806200003,852.1754883000103,852.1754883000103,0.02249100001063198,852.3618490000081,852.3618490000081,,,852.7475381999975,z,1,1.4094920350564923,852.748313499993,852.7618974999932,854.1764212000126,854.1474808999919,0.5627888000162784,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,27,green,red,word,z,800,2000,196,19,3,z,1,0.6799459999892861,None,3,19,196,26,854.1764212000126,,,,,,,,,854.1709570999956,854.1764212000126,854.1764212000126,0.023631100018974394,854.3618940000015,854.3618940000015,,,854.8645678999892,z,1,3.7971676922606648,854.8652400000137,854.8788570000033,858.6739129000052,858.6477012000105,0.6799459999892861,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,53,red,yellow,word,z,800,2000,197,20,3,z,1,0.6285086999996565,None,3,20,197,52,858.6739129000052,,,,,,,,,858.6676073000126,858.6739129000052,858.6739129000052,0.020076599990716204,858.8624349000165,858.8624349000165,,,859.3147138000058,z,1,1.909650274162661,859.3156510000117,859.3294611000165,861.2424692999921,861.2136005999928,0.6285086999996565,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,38,blue,blue,word,m,800,2000,198,21,3,m,1,0.7627917000208981,None,3,21,198,37,861.2424692999921,,,,,,,,,861.2361339000054,861.2424692999921,861.2424692999921,0.022551900008693337,861.4294421999948,861.4294421999948,,,862.014620300004,m,1,5.962305356435652,862.01543639999,862.0296710999974,867.9945056000142,867.9644980000157,0.7627917000208981,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,20,red,green,word,z,800,2000,199,22,3,z,1,0.6502436000155285,None,3,22,199,19,867.9945056000142,,,,,,,,,867.9887839000148,867.9945056000142,867.9945056000142,0.02426099998410791,868.180085800006,868.180085800006,,,868.6489184999955,z,1,5.373738594609467,868.6496134999907,868.6634011999995,874.0385398000071,874.0149168999924,0.6502436000155285,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,37,red,green,word,z,800,2000,200,23,3,z,1,0.9047840999846812,None,3,23,200,36,874.0385398000071,,,,,,,,,874.0328370000061,874.0385398000071,874.0385398000071,0.017975199996726587,874.2307749000029,874.2307749000029,,,874.949344099994,z,1,2.612133258758976,874.9500372000039,874.9640384000086,877.5798154000076,877.5488593000046,0.9047840999846812,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,14,yellow,blue,word,z,800,2000,201,24,3,z,1,0.963590600003954,None,3,24,201,13,877.5798154000076,,,,,,,,,877.5730314000102,877.5798154000076,877.5798154000076,0.024084399978164583,877.7641304999997,877.7641304999997,,,878.5511576000135,z,1,2.3530808353063546,878.5520714000158,878.5642597000115,880.9245499999961,880.8993574999913,0.963590600003954,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,58,yellow,red,word,z,800,2000,202,25,3,z,1,0.8854737000074238,None,3,25,202,57,880.9245499999961,,,,,,,,,880.919103799999,880.9245499999961,880.9245499999961,0.01976759999524802,881.1147302000027,881.1147302000027,,,881.8170770000143,z,1,2.0646216567266857,881.8178528000135,881.8316973999899,883.8886959000083,883.8659489999991,0.8854737000074238,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,15,yellow,red,word,z,800,2000,203,26,3,z,1,0.7270105000061449,None,3,26,203,14,883.8886959000083,,,,,,,,,883.8828173000074,883.8886959000083,883.8886959000083,0.01699400000507012,884.0814406000136,884.0814406000136,,,884.6180001000175,z,1,4.8934897559159936,884.6187488000141,884.6317799999961,889.5456670999993,889.5000461000018,0.7270105000061449,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,3,blue,red,word,z,800,2000,204,27,3,z,1,0.7676354999712203,None,3,27,204,2,889.5456670999993,,,,,,,,,889.5384565000131,889.5456670999993,889.5456670999993,0.03849790000822395,889.7153717000037,889.7153717000037,,,890.3177570000116,z,1,2.128042055643654,890.31843449999,890.3323781999934,892.4603923000104,892.4336858000024,0.7676354999712203,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,51,red,red,word,m,800,2000,205,28,3,m,1,0.7274102000228595,None,3,28,205,50,892.4603923000104,,,,,,,,,892.4539114999934,892.4603923000104,892.4603923000104,0.020436099992366508,892.6492306000146,892.6492306000146,,,893.2014574999921,m,1,2.7263158413317403,893.2022279000084,893.215746700007,895.9471989000158,895.917059600004,0.7274102000228595,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,17,yellow,green,word,z,800,2000,206,29,3,z,1,0.6688692000170704,None,3,29,206,16,895.9471989000158,,,,,,,,,895.9408116000122,895.9471989000158,895.9471989000158,0.02363579999655485,896.1331305000058,896.1331305000058,,,896.6187910000153,z,1,3.1335875326239817,896.6194729999988,896.6328254000109,899.7789308000065,899.7511883999978,0.6688692000170704,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,25,red,blue,word,z,800,2000,207,30,3,z,1,0.8212995000067167,None,3,30,207,24,899.7789308000065,,,,,,,,,899.7727765000018,899.7789308000065,899.7789308000065,0.021851500001503155,899.9664467000111,899.9664467000111,,,900.6031273000117,z,1,3.569725590328318,900.6038072000083,900.6163763999939,904.1997784000123,904.1679787000176,0.8212995000067167,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,inconsistent,31,yellow,red,word,z,800,2000,208,31,3,z,1,0.7566687999933492,None,3,31,208,30,904.1997784000123,,,,,,,,,904.1919269000064,904.1997784000123,904.1997784000123,0.024070499988738447,904.3837184000004,904.3837184000004,,,904.9689135999943,z,1,2.7301325581743687,904.9695891000156,904.9837386000145,907.718523699994,907.6853669999982,0.7566687999933492,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
test,consistent,23,green,green,word,m,800,2000,209,32,3,m,1,0.6997072000231128,None,3,32,209,22,907.718523699994,,,,,,,,,907.7104127999919,907.718523699994,907.718523699994,0.025090400013141334,907.9010629999975,907.9010629999975,,,908.4363070999971,m,1,3.7276947379128886,908.4369996000023,908.4510524999932,912.1676577999897,912.1523147000116,0.6997072000231128,None,,,Shuai,001,2025-03-10_20h46.54.639,pleaseworkstroopcontrol,2024.2.4,60.0295585560789,2025-03-10 20h47.14.762314 -0700,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.1530494000181,912.1676577999897,,,,,,,,
