type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,text_welcome.started,press_space.started,welcome.stopped,press_space.keys,press_space.rt,press_space.duration,trial.started,key_resp.started,randomImage.started,randomImage.stopped,text_stroop.started,dot.started,text_stroop.stopped,trial.stopped,stroop.key_resp.keys,stroop.key_resp.corr,stroop.key_resp.rt,stroop.key_resp.duration,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,dot.stopped,thanks.started,thank_you.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
test,inconsistent,19,green,red,word,z,800,2000,41,41,0,z,1,0.8957877000211738,None,0,41,41,18,205.3108808999823,,,,,,,,,205.2308076999907,205.3108808999823,205.3108808999823,,205.3108808999823,205.65985529997852,205.65985529997852,206.21059489998152,z,1,0.8957877000211738,None,4.226182929172161,206.21146069999668,206.22674579999875,211.03400149999652,210.42751009998028,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,inconsistent,9,red,blue,word,z,800,2000,42,42,0,z,1,0.6587837000261061,None,0,42,42,8,211.03400149999652,,,,,,,,,210.73155869997572,211.03400149999652,211.03400149999652,211.03400149999652,211.03400149999652,211.1440476999851,211.1440476999851,211.69432499998948,z,1,0.6587837000261061,None,5.994826171265002,211.69522719999077,211.71069889998762,218.27038179998635,217.6781405999791,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,consistent,43,green,green,word,m,800,2000,43,43,0,m,1,0.7659574999997858,None,0,43,43,42,218.27038179998635,,,,,,,,,218.0346563999774,218.27038179998635,218.27038179998635,218.27038179998635,218.27038179998635,218.394650799979,218.394650799979,219.04538959998172,m,1,0.7659574999997858,None,1.3609966123066966,219.04622469999595,219.06107969998266,221.0032566000009,220.3949834999803,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,consistent,45,red,red,word,m,800,2000,44,44,0,m,1,0.8329216000274755,None,0,44,44,44,221.0032566000009,,,,,,,,,220.7018196999852,221.0032566000009,221.0032566000009,221.0032566000009,221.0032566000009,221.09437879998586,221.09437879998586,221.84556429999066,m,1,0.8329216000274755,None,1.7200709293433083,221.84643099998357,221.86160269999527,224.23785289999796,223.56195699999807,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,inconsistent,56,green,red,word,z,800,2000,45,45,0,z,1,0.7809793000051286,None,0,45,45,55,224.23785289999796,,,,,,,,,223.9403130999999,224.23785289999796,224.23785289999796,224.23785289999796,224.23785289999796,224.26153689998318,224.26153689998318,225.0291278999939,z,1,0.7809793000051286,None,5.79831279542107,225.03014709998388,225.04508879999048,231.32879709999543,230.81307429997833,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,inconsistent,53,red,yellow,word,z,800,2000,46,46,0,z,1,1.0065839999879245,None,0,46,46,52,231.32879709999543,,,,,,,,,231.1582612999773,231.32879709999543,231.32879709999543,231.32879709999543,231.32879709999543,231.5121318999736,231.5121318999736,232.34662939998088,z,1,1.0065839999879245,None,3.864496270314268,232.34764649998397,232.36238159998902,236.6527690999792,236.19682569999713,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,consistent,28,yellow,yellow,word,m,800,2000,47,47,0,m,1,0.8201351999887265,None,0,47,47,27,236.6527690999792,,,,,,,,,236.43070009999792,236.6527690999792,236.6527690999792,236.6527690999792,236.6527690999792,236.91276019997895,236.91276019997895,237.48052429998643,m,1,0.8201351999887265,None,1.3808279319577763,237.48126449997653,237.49638050000067,239.18224569997983,238.84666569999536,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,inconsistent,30,blue,red,word,z,800,2000,48,48,0,z,1,0.7948109999997541,None,0,48,48,29,239.18224569997983,,,,,,,,,239.08424579998245,239.18224569997983,239.18224569997983,,239.18224569997983,239.54679079999914,239.54679079999914,239.9806645999779,z,1,0.7948109999997541,None,1.8903240022922332,239.98189549997915,239.99655809998512,242.46333269999013,241.86409199997433,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,inconsistent,33,yellow,green,word,z,800,2000,49,49,0,z,1,0.7835345999919809,None,0,49,49,32,242.46333269999013,,,,,,,,,242.16137779998826,242.46333269999013,242.46333269999013,242.46333269999013,242.46333269999013,242.5802713999874,242.5802713999874,243.2643357999914,z,1,0.7835345999919809,None,5.5999828898834405,243.26515299998573,243.2802352999861,249.43317029997706,248.864497499977,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,inconsistent,48,yellow,red,word,z,800,2000,50,50,0,z,1,0.7189323999918997,None,0,50,50,47,249.43317029997706,,,,,,,,,249.21256339998217,249.43317029997706,249.43317029997706,249.43317029997706,249.43317029997706,249.56439829999,249.56439829999,250.16438259999268,z,1,0.7189323999918997,None,2.760096395309883,250.16556659998605,250.18020629999228,253.5012281999807,252.91445199999725,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,consistent,47,blue,blue,word,m,800,2000,51,51,0,m,1,0.6019436999922618,None,0,51,51,46,253.5012281999807,,,,,,,,,253.20280809997348,253.5012281999807,253.5012281999807,253.5012281999807,253.5012281999807,253.63080359998276,253.63080359998276,254.1147895999893,m,1,0.6019436999922618,None,1.0673461436588907,254.11545849998947,254.13068559998646,255.82998979999684,255.18175329998485,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,consistent,38,blue,blue,word,m,800,2000,52,52,0,m,1,0.556016600021394,None,0,52,52,37,255.82998979999684,,,,,,,,,255.5286862999783,255.82998979999684,255.82998979999684,255.82998979999684,255.82998979999684,255.8816427999991,255.8816427999991,256.39882029997534,m,1,0.556016600021394,None,5.171503508341573,256.39965549999033,256.4150453999755,262.3472179999808,261.56578409997746,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,inconsistent,14,yellow,blue,word,z,800,2000,53,53,0,z,1,0.79816090001259,None,0,53,53,13,262.3472179999808,,,,,,,,,261.945989299973,262.3472179999808,262.3472179999808,262.3472179999808,262.3472179999808,262.35024859997793,262.35024859997793,263.14949969999725,z,1,0.79816090001259,None,1.6397953346699836,263.15034469999955,263.1654394999787,265.5738564999774,264.7826150999754,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,consistent,23,green,green,word,m,800,2000,54,54,0,m,1,0.7047633999900427,None,0,54,54,22,265.5738564999774,,,,,,,,,265.2796108999755,265.5738564999774,265.5738564999774,265.5738564999774,265.5738564999774,265.5771536999964,265.5771536999964,266.28326399999787,m,1,0.7047633999900427,None,1.5312188490048386,266.2840380999842,266.2991295999964,268.4130947999947,267.79988259999664,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,inconsistent,11,green,red,word,z,800,2000,55,55,0,z,1,0.5750609999813605,None,0,55,55,10,268.4130947999947,,,,,,,,,268.19180069997674,268.4130947999947,268.4130947999947,268.4130947999947,268.4130947999947,268.4995438999904,268.4995438999904,268.99999209999805,z,1,0.5750609999813605,None,4.955070032820243,269.00082549999934,269.0158950999903,274.4023912999837,273.9505503999826,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
test,inconsistent,21,black,yellow,word,z,800,2000,56,56,0,z,1,0.6591997999930754,None,0,56,56,20,274.4023912999837,,,,,,,,,274.25759939997806,274.4023912999837,274.4023912999837,274.4023912999837,274.4023912999837,274.6664623999968,274.6664623999968,275.06767049999326,z,1,0.6591997999930754,None,1.7167103560569372,275.06856129999505,275.08327659999486,277.10209770000074,276.78386769999634,,,,,Shuai,001,2025-03-10_21h05.36.509,stroop,2024.2.4,60.118553784455635,2025-03-10 21h05.51.201030 -0700,
