type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,text_welcome.started,press_space.started,welcome.stopped,press_space.keys,press_space.rt,press_space.duration,trial.started,key_resp.started,randomImage.started,randomImage.stopped,text_stroop.started,dot.started,text_stroop.stopped,trial.stopped,stroop.key_resp.keys,stroop.key_resp.corr,stroop.key_resp.rt,stroop.key_resp.duration,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,dot.stopped,thanks.started,thank_you.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
test,consistent,36,red,red,word,m,800,2000,9,9,0,m,1,0.610065000000759,None,0,9,9,35,57.195402000001195,,,,,,,,,56.8945730000014,57.195402000001195,57.195402000001195,57.195402000001195,57.195402000001195,57.19848690000072,57.19848690000072,57.81653880000158,m,1,0.610065000000759,None,5.089512625165275,57.81733710000117,57.83288270000048,63.57368829999905,62.90090910000072,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,34,green,green,word,m,800,2000,10,10,0,m,1,0.5714176999972551,None,0,10,10,33,63.57368829999905,,,,,,,,,63.27323809999871,63.57368829999905,63.57368829999905,63.57368829999905,63.57368829999905,63.61672980000003,63.61672980000003,64.15062100000068,m,1,0.5714176999972551,None,5.535833949626013,64.15140669999892,64.16664989999845,70.34592469999916,69.68437429999904,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,54,green,green,word,m,800,2000,11,11,0,m,1,0.5231464999997115,None,0,11,11,53,70.34592469999916,,,,,,,,,70.04371520000132,70.34592469999916,70.34592469999916,70.34592469999916,70.34592469999916,70.40047689999847,70.40047689999847,70.88484260000041,m,1,0.5231464999997115,None,5.948896073234885,70.88563069999873,70.90088599999945,77.29046110000127,76.81832729999951,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,50,yellow,green,word,z,800,2000,12,12,0,z,1,0.9729646000014327,None,0,12,12,49,77.29046110000127,,,,,,,,,77.18871460000082,77.29046110000127,77.29046110000127,,77.29046110000127,77.51854459999959,77.51854459999959,78.26909919999889,z,1,0.9729646000014327,None,1.6759319676852487,78.27000279999993,78.28465750000032,80.68481320000137,79.93532400000186,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,38,blue,blue,word,m,800,2000,13,13,0,m,1,0.576145600000018,None,0,13,13,37,80.68481320000137,,,,,,,,,80.28904460000194,80.68481320000137,80.68481320000137,80.68481320000137,80.68481320000137,80.68787259999954,80.68787259999954,81.26904239999931,m,1,0.576145600000018,None,5.007943723662991,81.26974239999981,81.28521120000005,87.06276480000088,86.26920880000034,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,15,yellow,red,word,z,800,2000,14,14,0,z,1,0.45848259999911534,None,0,14,14,14,87.06276480000088,,,,,,,,,86.76840119999906,87.06276480000088,87.06276480000088,87.06276480000088,87.06276480000088,87.06612759999916,87.06612759999916,87.53578890000063,z,1,0.45848259999911534,None,1.115300614679581,87.53613949999999,87.5521527000019,89.27005640000061,88.63602349999928,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,3,blue,red,word,z,800,2000,15,15,0,z,1,0.7565426000001025,None,0,15,15,2,89.27005640000061,,,,,,,,,88.97085650000008,89.27005640000061,89.27005640000061,89.27005640000061,89.27005640000061,89.33607839999968,89.33607839999968,90.0367382000004,z,1,0.7565426000001025,None,2.4450598164734982,90.0375305000016,90.05257020000136,93.09434350000083,92.46982080000089,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,24,blue,green,word,z,800,2000,16,16,0,z,1,0.7832698999991408,None,0,16,16,23,93.09434350000083,,,,,,,,,92.79160069999853,93.09434350000083,93.09434350000083,93.09434350000083,93.09434350000083,93.16992089999985,93.16992089999985,93.88708970000152,z,1,0.7832698999991408,None,5.074273713499238,93.88787260000026,93.9028470000012,99.5664609000014,98.95377839999855,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,12,yellow,yellow,word,m,800,2000,17,17,0,z,0,0.4117915999995603,None,0,17,17,11,99.5664609000014,,,,,,,,,99.34609339999952,99.5664609000014,99.5664609000014,99.5664609000014,99.5664609000014,99.65355830000044,99.65355830000044,99.98769050000192,z,0,0.4117915999995603,None,3.246755505880567,99.98848530000032,100.00356150000152,103.58428970000023,103.2208137000016,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,18,red,red,word,m,800,2000,18,18,0,m,1,0.7438736000003701,None,0,18,18,17,103.58428970000023,,,,,,,,,103.52540690000023,103.58428970000023,103.58428970000023,,103.58428970000023,103.92094730000099,103.92094730000099,104.33825609999985,m,1,0.7438736000003701,None,5.075406080076317,104.33940259999872,104.3541241999992,110.0248700000011,109.40487510000094,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,13,purple,red,word,z,800,2000,19,19,0,z,1,0.6322147000028053,None,0,19,19,12,110.0248700000011,,,,,,,,,109.7291210000003,110.0248700000011,110.0248700000011,110.0248700000011,110.0248700000011,110.10485039999912,110.10485039999912,110.67224039999928,z,1,0.6322147000028053,None,2.280848645626467,110.67321770000126,110.68790620000073,113.54848950000087,112.93854740000097,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,42,green,yellow,word,z,800,2000,20,20,0,z,1,0.6048523999997997,None,0,20,20,41,113.54848950000087,,,,,,,,,113.24990270000126,113.54848950000087,113.54848950000087,113.54848950000087,113.54848950000087,113.63822509999954,113.63822509999954,114.15566119999858,z,1,0.6048523999997997,None,5.63279402981503,114.15662879999945,114.17156070000055,120.30544880000161,119.77274910000051,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,29,green,blue,word,z,800,2000,21,21,0,z,1,0.5725172999991628,None,0,21,21,28,120.30544880000161,,,,,,,,,120.08203050000157,120.30544880000161,120.30544880000161,120.30544880000161,120.30544880000161,120.48866460000136,120.48866460000136,120.88935200000196,z,1,0.5725172999991628,None,5.684182389666354,120.89030819999971,120.90557640000043,127.10704540000006,126.57353159999911,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,46,yellow,yellow,word,m,800,2000,22,22,0,m,1,0.5702043999990565,None,0,22,22,45,127.10704540000006,,,,,,,,,126.88779369999975,127.10704540000006,127.10704540000006,127.10704540000006,127.10704540000006,127.28980460000093,127.28980460000093,127.690089300002,m,1,0.5702043999990565,None,5.297613835828743,127.69088670000201,127.70649259999846,133.49488930000007,132.97418390000166,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,44,green,red,word,z,800,2000,23,23,0,z,1,0.7098283999985142,None,0,23,23,43,133.49488930000007,,,,,,,,,133.1919740000012,133.49488930000007,133.49488930000007,133.49488930000007,133.49488930000007,133.6903080000011,133.6903080000011,134.20749010000145,z,1,0.7098283999985142,None,2.6893382886682073,134.20818789999976,134.22340669999903,137.53348460000052,136.89168739999877,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,56,green,red,word,z,800,2000,24,24,0,z,1,0.6750629999987723,None,0,24,24,55,137.53348460000052,,,,,,,,,137.23016819999975,137.53348460000052,137.53348460000052,137.53348460000052,137.53348460000052,137.60745840000163,137.60745840000163,138.2246539000007,z,1,0.6750629999987723,None,3.9887990127300594,138.22551079999903,138.24076240000068,142.66589680000106,142.20816600000035,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,45,red,red,word,m,800,2000,25,25,0,m,1,0.5957885999996506,None,0,25,25,44,142.66589680000106,,,,,,,,,142.566663900001,142.66589680000106,142.66589680000106,,142.66589680000106,142.90813459999845,142.90813459999845,143.27561530000094,m,1,0.5957885999996506,None,4.117269047864532,143.27642969999943,143.29115970000203,147.96433539999998,147.39195050000126,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,51,red,red,word,m,800,2000,26,26,0,m,1,0.5200323000026401,None,0,26,26,50,147.96433539999998,,,,,,,,,147.79284349999944,147.96433539999998,147.96433539999998,147.96433539999998,147.96433539999998,148.1083127999991,148.1083127999991,148.4921643000016,m,1,0.5200323000026401,None,2.554459291528094,148.49315320000096,148.50827710000158,151.60059389999878,151.04253590000008,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,39,red,yellow,word,z,800,2000,27,27,0,z,1,0.6027673999997205,None,0,27,27,38,151.60059389999878,,,,,,,,,151.2983869000018,151.60059389999878,151.60059389999878,151.60059389999878,151.60059389999878,151.75869729999977,151.75869729999977,152.20950939999966,z,1,0.6027673999997205,None,4.5913936224166765,152.21062109999912,152.2255354000008,157.42221419999987,156.79321870000058,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,35,red,red,word,m,800,2000,28,28,0,m,1,0.5469752999997581,None,0,28,28,34,157.42221419999987,,,,,,,,,157.15981720000127,157.42221419999987,157.42221419999987,157.42221419999987,157.42221419999987,157.50952490000054,157.50952490000054,157.97631940000065,m,1,0.5469752999997581,None,1.6643442087254208,157.97700059999988,157.992560900002,160.11404350000157,159.62655069999892,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,41,green,green,word,m,800,2000,29,29,0,z,0,0.5498373999980686,None,0,29,29,40,160.11404350000157,,,,,,,,,159.94697779999842,160.11404350000157,160.11404350000157,160.11404350000157,160.11404350000157,160.34281719999854,160.34281719999854,160.67670409999846,z,0,0.5498373999980686,None,1.7569441530859722,160.67752979999932,160.693231199999,162.98346030000175,162.42649560000064,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,17,yellow,green,word,z,800,2000,30,30,0,z,1,0.6329009000000951,None,0,30,30,16,162.98346030000175,,,,,,,,,162.68802639999922,162.98346030000175,162.98346030000175,162.98346030000175,162.98346030000175,163.12643789999856,163.12643789999856,163.6273469000007,z,1,0.6329009000000951,None,3.6756959605104287,163.62851560000126,163.64314319999903,167.87251010000182,167.29387599999973,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,27,green,red,word,z,800,2000,31,31,0,z,1,0.5755642000003718,None,0,31,31,26,167.87251010000182,,,,,,,,,167.64287319999858,167.87251010000182,167.87251010000182,167.87251010000182,167.87251010000182,168.01066170000195,168.01066170000195,168.46129999999903,z,1,0.5755642000003718,None,1.9738670077767124,168.46254169999884,168.47692370000004,171.02078149999943,170.42743079999855,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,11,green,red,word,z,800,2000,32,32,0,z,1,0.6278190000011818,None,0,32,32,10,171.02078149999943,,,,,,,,,170.71966210000028,171.02078149999943,171.02078149999943,171.02078149999943,171.02078149999943,171.1271252000006,171.1271252000006,171.66128820000085,z,1,0.6278190000011818,None,3.6346238180152253,171.6621696000002,171.67722800000047,175.77150360000087,175.29479150000043,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,20,red,green,word,z,800,2000,33,33,0,z,1,0.6329906999999366,None,0,33,33,19,175.77150360000087,,,,,,,,,175.62922669999898,175.77150360000087,175.77150360000087,175.77150360000087,175.77150360000087,175.99429729999974,175.99429729999974,176.41196140000102,z,1,0.6329906999999366,None,2.1425813603867274,176.4126991000012,176.42793270000038,179.06388359999983,178.54508500000156,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,33,yellow,green,word,z,800,2000,34,34,0,z,1,0.6900712999995449,None,0,34,34,32,179.06388359999983,,,,,,,,,178.75735970000096,179.06388359999983,179.06388359999983,179.06388359999983,179.06388359999983,179.24451640000188,179.24451640000188,179.7623205000018,z,1,0.6900712999995449,None,5.918721994057608,179.76324029999887,179.7781634999992,186.38774339999873,185.6792228000013,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,40,yellow,yellow,word,m,800,2000,35,35,0,m,1,0.62782739999966,None,0,35,35,39,186.38774339999873,,,,,,,,,186.0873591999989,186.38774339999873,186.38774339999873,186.38774339999873,186.38774339999873,186.3905605,186.3905605,187.0295303999992,m,1,0.62782739999966,None,4.948454213175367,187.0306242000006,187.0454881000005,192.3818453999993,191.96293729999888,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,48,yellow,red,word,z,800,2000,36,36,0,z,1,0.7866848000012396,None,0,36,36,47,192.3818453999993,,,,,,,,,192.27665350000098,192.3818453999993,192.3818453999993,,192.3818453999993,192.66271659999984,192.66271659999984,193.1802663999988,z,1,0.7866848000012396,None,1.2859767731175955,193.18111860000135,193.19604769999933,195.0960234999984,194.46336800000063,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,10,green,yellow,word,z,800,2000,37,37,0,z,1,0.61075940000228,None,0,37,37,9,195.0960234999984,,,,,,,,,194.79963789999965,195.0960234999984,195.0960234999984,195.0960234999984,195.0960234999984,195.17966940000042,195.17966940000042,195.71379290000186,z,1,0.61075940000228,None,1.4399244133530944,195.7145735999984,195.72965850000037,197.80986720000146,197.14700380000068,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,22,red,yellow,word,z,800,2000,38,38,0,z,1,0.5404352000005019,None,0,38,38,21,197.80986720000146,,,,,,,,,197.5125650000009,197.80986720000146,197.80986720000146,197.80986720000146,197.80986720000146,197.8629793,197.8629793,198.36376709999968,z,1,0.5404352000005019,None,5.854725862793024,198.3648323999987,198.3800123000001,204.79298539999945,204.21406539999953,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,4,red,green,word,z,800,2000,39,39,0,z,1,0.5309385000000475,None,0,39,39,3,204.79298539999945,,,,,,,,,204.5574944,204.79298539999945,204.79298539999945,204.79298539999945,204.79298539999945,204.91396259999965,204.91396259999965,205.33133449999877,z,1,0.5309385000000475,None,5.195516851539115,205.33252559999892,205.3470540999988,211.09294260000024,210.51487949999864,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,1,red,red,word,m,800,2000,40,40,0,m,1,0.6195211999984167,None,0,40,40,0,211.09294260000024,,,,,,,,,210.7898533000007,211.09294260000024,211.09294260000024,211.09294260000024,211.09294260000024,211.2309056999984,211.2309056999984,211.71507689999999,m,1,0.6195211999984167,None,4.117654807300463,211.71602640000128,211.73117899999852,216.27786520000154,215.83173100000204,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,8,black,yellow,word,z,800,2000,41,41,0,z,1,0.5861519999998563,None,0,41,41,7,216.27786520000154,,,,,,,,,216.21668729999874,216.27786520000154,216.27786520000154,,216.27786520000154,216.53151520000029,216.53151520000029,216.8660259999997,z,1,0.5861519999998563,None,4.210555190993761,216.86685170000055,216.88168059999953,221.7036224000003,221.06591240000125,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,2,yellow,green,word,z,800,2000,42,42,0,z,1,0.4890326999993704,None,0,42,42,1,221.7036224000003,,,,,,,,,221.40777430000162,221.7036224000003,221.7036224000003,221.7036224000003,221.7036224000003,221.78192670000135,221.78192670000135,222.19966729999942,z,1,0.4890326999993704,None,1.899870134686107,222.20045089999985,222.21560949999912,224.59641199999896,224.09957289999875,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,58,yellow,red,word,z,800,2000,43,43,0,z,1,0.4945138000002771,None,0,43,43,57,224.59641199999896,,,,,,,,,224.42812490000142,224.59641199999896,224.59641199999896,224.59641199999896,224.59641199999896,224.81594269999914,224.81594269999914,225.09991789999913,z,1,0.4945138000002771,None,4.347300746539361,225.10073099999863,225.11600910000197,230.01817669999946,229.43341510000027,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,19,green,red,word,z,800,2000,44,44,0,z,1,0.5162789999994857,None,0,44,44,18,230.01817669999946,,,,,,,,,229.72212669999863,230.01817669999946,230.01817669999946,230.01817669999946,230.01817669999946,230.14987570000085,230.14987570000085,230.55049130000043,z,1,0.5162789999994857,None,4.7479097323310935,230.551534000002,230.56661470000108,235.86794830000144,235.28401880000092,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,26,green,yellow,word,z,800,2000,45,45,0,z,1,0.5225817000027746,None,0,45,45,25,235.86794830000144,,,,,,,,,235.64573709999968,235.86794830000144,235.86794830000144,235.86794830000144,235.86794830000144,235.9834324000003,235.9834324000003,236.40089340000122,z,1,0.5225817000027746,None,3.2897530917929925,236.40176559999964,236.41707759999917,240.17602780000016,239.68442359999972,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,53,red,yellow,word,z,800,2000,46,46,0,z,1,0.5815395999998145,None,0,46,46,52,240.17602780000016,,,,,,,,,239.93820830000186,240.17602780000016,240.17602780000016,240.17602780000016,240.17602780000016,240.40089559999979,240.40089559999979,240.76819800000158,z,1,0.5815395999998145,None,1.1168629823659917,240.76901029999863,240.7839657000004,242.28923990000112,241.88466060000064,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,57,yellow,yellow,word,m,800,2000,47,47,0,m,1,1.087331599999743,None,0,47,47,56,242.28923990000112,,,,,,,,,242.19153619999997,242.28923990000112,242.28923990000112,,242.28923990000112,242.5844834999989,242.5844834999989,243.38491760000034,m,1,1.087331599999743,None,1.5229837544206921,243.38594569999987,243.40105989999938,245.67676180000126,244.90146760000061,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,25,red,blue,word,z,800,2000,48,48,0,z,1,0.6024189999989176,None,0,48,48,24,245.67676180000126,,,,,,,,,245.27540210000006,245.67676180000126,245.67676180000126,245.67676180000126,245.67676180000126,245.6802573999994,245.6802573999994,246.28519660000165,z,1,0.6024189999989176,None,5.987306940108477,246.2862141000005,246.30123430000094,252.97054090000165,252.2690799000011,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,43,green,green,word,m,800,2000,49,49,0,m,1,0.9406004999982542,None,0,49,49,42,252.97054090000165,,,,,,,,,252.67072819999885,252.97054090000165,252.97054090000165,252.97054090000165,252.97054090000165,252.97379160000128,252.97379160000128,253.91934970000148,m,1,0.9406004999982542,None,1.1119141814204743,253.9202241999992,253.93533269999898,255.5485718000018,255.01958659999946,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,30,blue,red,word,z,800,2000,50,50,0,z,1,0.5396060999992187,None,0,50,50,29,255.5485718000018,,,,,,,,,255.38068320000093,255.5485718000018,255.5485718000018,255.5485718000018,255.5485718000018,255.73554370000056,255.73554370000056,256.1028718999987,z,1,0.5396060999992187,None,1.0195039607600527,256.1037050999985,256.1190585000004,257.6597963999993,257.11951190000036,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,59,yellow,green,word,z,800,2000,51,51,0,z,1,0.5996180000001914,None,0,51,51,58,257.6597963999993,,,,,,,,,257.3586719999985,257.6597963999993,257.6597963999993,257.6597963999993,257.6597963999993,257.8356205000018,257.8356205000018,258.26991329999873,z,1,0.5996180000001914,None,3.386099831738723,258.270706700001,258.2856624999986,262.1978197999997,261.6532284999994,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,16,red,green,word,z,800,2000,52,52,0,z,1,1.0322266000002855,None,0,52,52,15,262.1978197999997,,,,,,,,,261.98029999999926,262.1978197999997,262.1978197999997,262.1978197999997,262.1978197999997,262.35299320000195,262.35299320000195,263.23695470000166,z,1,1.0322266000002855,None,5.524556660274829,263.2377962999999,263.2529968000017,269.13815500000055,268.75389240000004,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,7,green,green,word,m,800,2000,53,53,0,m,1,0.7027129999987665,None,0,53,53,6,269.13815500000055,,,,,,,,,269.0385900000001,269.13815500000055,269.13815500000055,,269.13815500000055,269.4707305000011,269.4707305000011,269.8545646999992,m,1,0.7027129999987665,None,1.9965866371646985,269.85548729999937,269.87054250000074,272.39874110000164,271.837419200001,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,49,yellow,yellow,word,m,800,2000,54,54,0,m,1,0.6349007999997411,None,0,54,54,48,272.39874110000164,,,,,,,,,272.2542407000001,272.39874110000164,272.39874110000164,272.39874110000164,272.39874110000164,272.55364760000157,272.55364760000157,273.03814540000167,m,1,0.6349007999997411,None,1.3286727302015184,273.0392829000011,273.0538510000006,274.78022090000013,274.35441029999856,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,47,blue,blue,word,m,800,2000,55,55,0,m,1,0.6065608000026259,None,0,55,55,46,274.78022090000013,,,,,,,,,274.5616880999987,274.78022090000013,274.78022090000013,274.78022090000013,274.78022090000013,275.07109969999874,275.07109969999874,275.3882584999992,m,1,0.6065608000026259,None,3.591979491253843,275.3890567999988,275.4045674000008,279.58879389999856,278.97172800000044,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,32,orange,green,word,z,800,2000,56,56,0,z,1,0.5663305999987642,None,0,56,56,31,279.58879389999856,,,,,,,,,279.2908903999996,279.58879389999856,279.58879389999856,279.58879389999856,279.58879389999856,279.67112850000194,279.67112850000194,280.17201990000103,z,1,0.5663305999987642,None,2.561238933636146,280.17285919999995,280.18794379999963,283.3683724000002,282.7212838000014,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,37,red,green,word,z,800,2000,57,57,0,z,1,0.6329893999973137,None,0,57,57,36,283.3683724000002,,,,,,,,,283.06733579999855,283.3683724000002,283.3683724000002,283.3683724000002,283.3683724000002,283.42104649999965,283.42104649999965,284.00514309999926,z,1,0.6329893999973137,None,4.859349576113689,284.0059046999995,284.0211860999989,289.4939849000002,288.8558005999985,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,23,green,green,word,m,800,2000,58,58,0,m,1,0.610948699999426,None,0,58,58,22,289.4939849000002,,,,,,,,,289.18996569999945,289.4939849000002,289.4939849000002,289.4939849000002,289.4939849000002,289.5554779999984,289.5554779999984,290.1062587000015,m,1,0.610948699999426,None,4.806061319411841,290.10717990000194,290.12217090000195,295.5821278000003,294.90656880000097,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,consistent,38,blue,blue,word,m,800,2000,59,0,1,m,1,0.5399642000011227,None,1,0,59,37,295.5821278000003,,,,,,,,,295.28217399999994,295.5821278000003,295.5821278000003,295.5821278000003,295.5821278000003,295.62267209999845,295.62267209999845,296.1235775999994,m,1,0.5399642000011227,None,4.132389574009899,296.1242568000016,296.1397656000008,300.80397430000085,300.2403349999986,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,25,red,blue,word,z,800,2000,60,1,1,z,1,0.5866889000026276,None,1,1,60,24,300.80397430000085,,,,,,,,,300.63819760000115,300.80397430000085,300.80397430000085,300.80397430000085,300.80397430000085,300.95683479999934,300.95683479999934,301.40732130000106,z,1,0.5866889000026276,None,4.098076295984679,301.4081612000009,301.42334459999984,306.0677489000009,305.4907896000004,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,44,green,red,word,z,800,2000,61,2,1,z,1,0.6161154000001261,None,1,2,61,43,306.0677489000009,,,,,,,,,305.77065909999874,306.0677489000009,306.0677489000009,306.0677489000009,306.0677489000009,306.1908079999994,306.1908079999994,306.69148660000064,z,1,0.6161154000001261,None,5.237251575159505,306.69251689999874,306.70717389999845,312.36807880000197,311.92507190000106,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
test,inconsistent,55,green,yellow,word,z,800,2000,62,3,1,m,0,0.5898733000030916,None,1,3,62,54,312.36807880000197,,,,,,,,,312.3053469000006,312.36807880000197,312.36807880000197,,312.36807880000197,312.64150190000146,312.64150190000146,312.97481329999937,m,0,0.5898733000030916,None,2.740400420262252,312.97539419999885,312.9908596999994,316.26960079999844,315.70835330000045,,,,,110133,001,2025-03-08_17h38.14.901,stroop,2024.2.4,60.02098333615259,2025-03-08 17h38.20.313674 -0800,
