type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,press.keys,press.corr,press.rt,press.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,press_space.started,text_welcome.started,welcome.stopped,press_space.keys,press_space.rt,press_space.duration,trial.started,press.started,text_stroop.started,sound_1.started,dot.started,text_stroop.stopped,trial.stopped,stroop.press.keys,stroop.press.corr,stroop.press.rt,stroop.press.duration,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,thanks.started,thank_you.started,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
test,inconsistent,58,yellow,red,word,z,800,2000,9,9,0,z,1,0.4567108000010194,None,0,9,9,57,43.62401880000107,,,,,,,,,43.61762480000107,43.62401880000107,43.62401880000107,0.023448100000678096,43.80962519999957,43.80962519999957,44.09437510000134,z,1,0.4567108000010194,None,5.222795794426181,44.09501640000235,44.109500900001876,49.34134040000208,49.31122750000213,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,consistent,43,green,green,word,m,800,2000,10,10,0,m,1,0.6376848999971116,None,0,10,10,42,49.34134040000208,,,,,,,,,49.33482500000173,49.34134040000208,49.34134040000208,0.02360460000272724,49.52705900000001,49.52705900000001,49.99580390000119,m,1,0.6376848999971116,None,4.224356598837966,49.996482900001865,50.010256699999445,54.24000580000211,54.21145660000184,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,39,red,yellow,word,z,800,2000,11,11,0,z,1,0.5209839000017382,None,0,11,11,38,54.24000580000211,,,,,,,,,54.2333615000025,54.24000580000211,54.24000580000211,0.022043299999495503,54.42755640000178,54.42755640000178,54.76348570000118,z,1,0.5209839000017382,None,1.0797254697658594,54.76450509999995,54.77748500000234,55.85800620000009,55.82858050000141,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,59,yellow,green,word,z,800,2000,12,12,0,z,1,0.5644056000019191,None,0,12,12,58,55.85800620000009,,,,,,,,,55.850659200001246,55.85800620000009,55.85800620000009,0.022228400001040427,56.04428010000265,56.04428010000265,56.429577300001256,z,1,0.5644056000019191,None,1.4002408549157355,56.43024190000142,56.44425659999979,57.85836290000225,57.82887169999958,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,consistent,7,green,green,word,m,800,2000,13,13,0,m,1,0.5302394999998796,None,0,13,13,6,57.85836290000225,,,,,,,,,57.852115100002266,57.85836290000225,57.85836290000225,0.023269400000572205,58.04452610000226,58.04452610000226,58.39673530000073,m,1,0.5302394999998796,None,4.019128513877759,58.39739080000072,58.41086670000004,62.44344610000189,62.412564700000075,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,consistent,57,yellow,yellow,word,m,800,2000,14,14,0,z,0,0.4165438999989419,None,0,14,14,56,62.44344610000189,,,,,,,,,62.43592310000167,62.44344610000189,62.44344610000189,0.02351289999933215,62.628356400000484,62.628356400000484,62.86304949999976,z,0,0.4165438999989419,None,2.332866839645833,62.86359040000025,62.87821679999979,65.22138670000277,65.19628229999944,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,10,green,yellow,word,z,800,2000,15,15,0,z,1,0.528410700000677,None,0,15,15,9,65.22138670000277,,,,,,,,,65.21771050000098,65.22138670000277,65.22138670000277,0.021060200000647455,65.4116224999998,65.4116224999998,65.76392280000073,z,1,0.528410700000677,None,1.039668715856771,65.76475090000167,65.77860340000188,66.8348459000008,66.79641270000138,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,11,green,red,word,z,800,2000,16,16,0,z,1,0.688827100002527,None,0,16,16,10,66.8348459000008,,,,,,,,,66.82915730000241,66.8348459000008,66.8348459000008,0.03280630000153906,67.01197840000168,67.01197840000168,67.53064580000137,z,1,0.688827100002527,None,2.8477420082539346,67.53129170000102,67.54529730000286,70.39127160000135,70.36316000000079,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,53,red,yellow,word,z,800,2000,17,17,0,z,1,0.789294999998674,None,0,17,17,52,70.39127160000135,,,,,,,,,70.38463530000081,70.39127160000135,70.39127160000135,0.021543999999266816,70.57915490000232,70.57915490000232,71.19764510000095,z,1,0.789294999998674,None,1.6683159727997983,71.19829680000112,71.2123317000005,72.92466100000092,72.86340460000065,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,consistent,1,red,red,word,m,800,2000,18,18,0,m,1,0.49149599999873317,None,0,18,18,0,72.92466100000092,,,,,,,,,72.91893710000295,72.92466100000092,72.92466100000092,0.0556070999991789,73.07925470000191,73.07925470000191,73.43123390000255,m,1,0.49149599999873317,None,5.855479982087521,73.43194530000255,73.44607270000051,79.34140110000226,79.28080469999986,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,consistent,46,yellow,yellow,word,m,800,2000,19,19,0,z,0,0.4652963999978965,None,0,19,19,45,79.34140110000226,,,,,,,,,79.33702130000165,79.34140110000226,79.34140110000226,0.055915200002345955,79.4962723000026,79.4962723000026,79.81578520000039,z,0,0.4652963999978965,None,4.570106055134264,79.81649820000166,79.82996640000056,84.40357930000027,84.38155010000264,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,33,yellow,green,word,z,800,2000,20,20,0,z,1,0.5961344999996072,None,0,20,20,32,84.40357930000027,,,,,,,,,84.39759490000142,84.40357930000027,84.40357930000027,0.016066000000137137,84.59660989999975,84.59660989999975,85.01623130000007,z,1,0.5961344999996072,None,1.5055388396576528,85.01690280000184,85.03040880000117,86.5842859000004,86.51425970000128,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,37,red,green,word,z,800,2000,21,21,0,z,1,0.6401278999983333,None,0,21,21,36,86.5842859000004,,,,,,,,,86.57754890000069,86.5842859000004,86.5842859000004,0.06358199999885983,86.71386470000289,86.71386470000289,87.23269240000081,z,1,0.6401278999983333,None,4.2531790034592944,87.23348299999998,87.24728930000128,91.54573730000266,91.4822122000005,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,consistent,41,green,green,word,m,800,2000,22,22,0,m,1,0.7536466000019573,None,0,22,22,40,91.54573730000266,,,,,,,,,91.53916110000137,91.54573730000266,91.54573730000266,0.056889699997555,91.6974571000028,91.6974571000028,92.316477700002,m,1,0.7536466000019573,None,2.1011838401877223,92.31731159999981,92.33122870000079,94.44372700000167,94.41598580000209,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,27,green,red,word,z,800,2000,23,23,0,z,1,0.5085260999985621,None,0,23,23,26,94.44372700000167,,,,,,,,,94.43769990000146,94.44372700000167,94.44372700000167,0.021731199998612283,94.63139450000017,94.63139450000017,94.96688809999978,z,1,0.5085260999985621,None,4.04607093728833,94.96753650000028,94.98146840000118,99.02877939999962,98.99917579999965,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,32,orange,green,word,z,800,2000,24,24,0,z,1,0.5348899999989953,None,0,24,24,31,99.02877939999962,,,,,,,,,99.02107760000217,99.02877939999962,99.02877939999962,0.02190120000159368,99.21499680000124,99.21499680000124,99.56757570000264,z,1,0.5348899999989953,None,5.80404856718146,99.56822430000102,99.5818943000013,105.43241200000193,105.36697350000031,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,consistent,47,blue,blue,word,m,800,2000,25,25,0,m,1,0.6341175000015937,None,0,25,25,46,105.43241200000193,,,,,,,,,105.42418910000197,105.43241200000193,105.43241200000193,0.05746079999880749,105.58227740000075,105.58227740000075,106.0835232999998,m,1,0.6341175000015937,None,5.28865037041797,106.08392740000272,106.0991995000004,111.40788740000062,111.36760929999946,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
test,inconsistent,19,green,red,word,z,800,2000,26,26,0,z,1,0.5765260000007402,None,0,26,26,18,111.40788740000062,,,,,,,,,111.40070800000103,111.40788740000062,111.40788740000062,0.033264599998801714,111.58313260000068,111.58313260000068,112.00215800000296,z,1,0.5765260000007402,None,3.1253888602824986,112.0028220000022,112.01647200000298,115.16933500000232,115.11782420000236,,,,Casey,001,2025-03-08_17h57.48.792,pleaseworkstroopcontrol,2024.2.4,60.07857075424197,2025-03-08 17h58.03.975243 -0800,
