type,condition1,trialNo,stim1,textColor,stimFormat,key,ITI,presTime,thisN,thisTrialN,thisRepN,press.keys,press.corr,press.rt,press.duration,stroop.thisRepN,stroop.thisTrialN,stroop.thisN,stroop.thisIndex,thisRow.t,notes,welcome.started,press_space.started,text_welcome.started,welcome.stopped,press_space.keys,fixation_control.started,dot_control.started,dot_control.stopped,fixation_control.stopped,trial.started,press.started,text_stroop.started,dot.started,text_stroop.stopped,dot.stopped,trial.stopped,stroop.press.keys,stroop.press.corr,time_fixation,fixation.started,dot_fixation.started,dot_fixation.stopped,fixation.stopped,stroop.press.rt,stroop.press.duration,thanks.started,thank_you.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
test,consistent,49,yellow,yellow,word,m,800,2000,94,35,1,m,1,0.8310674999956973,None,1,35,94,48,485.19086719999905,,,,,,,,,,,485.1833532000019,485.19086719999905,485.19086719999905,485.39126679999754,485.39126679999754,,486.0266914999811,m,1,5.540997426271421,486.02751329998136,486.0411518999899,491.57489409999107,491.55911989999004,0.8310674999956973,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,19,green,red,word,z,800,2000,95,36,1,z,1,0.6477937000163365,None,1,36,95,18,491.57489409999107,,,,,,,,,,,491.56442809998407,491.57489409999107,491.57489409999107,491.7748847999901,491.7748847999901,,492.22709689999465,z,1,2.586634573912875,492.22777609998593,492.2419278000016,494.8252641999861,494.8096567999746,0.6477937000163365,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,10,green,yellow,word,z,800,2000,96,37,1,z,1,0.7519102999940515,None,1,37,96,9,494.8252641999861,,,,,,,,,,,494.8109436999948,494.8252641999861,494.8252641999861,495.02549939998426,495.02549939998426,,495.5792382999789,z,1,1.7283848439668406,495.5801947999862,495.5920092999877,497.3085825999733,497.293451799982,0.7519102999940515,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,15,yellow,red,word,z,800,2000,97,38,1,z,1,0.6475497999927029,None,1,38,97,14,497.3085825999733,,,,,,,,,,,497.3001966000011,497.3085825999733,497.3085825999733,497.50858749999315,497.50858749999315,,497.96063929999946,z,1,5.263524488708368,497.9614799999981,497.97582969997893,503.2261924999766,503.2117663999961,0.6475497999927029,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,5,orange,blue,word,z,800,2000,98,39,1,z,1,0.7043410000042059,None,1,39,98,4,503.2261924999766,,,,,,,,,,,503.2185515999736,503.2261924999766,503.2261924999766,503.42643130000215,503.42643130000215,,503.9448032999935,z,1,5.223462757680042,503.94564949997584,503.9594698000001,509.17686489998596,509.1611885999737,0.7043410000042059,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,53,red,yellow,word,z,800,2000,99,40,1,z,1,0.9891021999937948,None,1,40,99,52,509.17686489998596,,,,,,,,,,,509.1679518999881,509.17686489998596,509.17686489998596,509.3766712999786,509.3766712999786,,510.1787161999964,z,1,5.311730201147811,510.1794116999954,510.1933926999918,515.4939119999763,515.478454600001,0.9891021999937948,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,39,red,yellow,word,z,800,2000,100,41,1,z,1,0.7467154999903869,None,1,41,100,38,515.4939119999763,,,,,,,,,,,515.4797644999926,515.4939119999763,515.4939119999763,515.6941181999864,515.6941181999864,,516.2461874999863,z,1,4.297118373866329,516.247034799977,516.2607379999827,520.5444596000016,520.5288555999869,0.7467154999903869,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,25,red,blue,word,z,800,2000,101,42,1,z,1,0.8740055999951437,None,1,42,101,24,520.5444596000016,,,,,,,,,,,520.5304778999998,520.5444596000016,520.5444596000016,520.7449649999908,520.7449649999908,,521.4299142999807,z,1,3.6074554939937302,521.4307282999798,521.4445161999902,525.044870999991,525.0293191999954,0.8740055999951437,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,44,green,red,word,z,800,2000,102,43,1,z,1,0.9826071999850683,None,1,43,102,43,525.044870999991,,,,,,,,,,,525.035401000001,525.044870999991,525.044870999991,525.2450723999937,525.2450723999937,,526.0310003999912,z,1,4.181871765781548,526.0322092999995,526.0449461999815,530.2289238999947,530.213002399978,0.9826071999850683,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,2,yellow,green,word,z,800,2000,103,44,1,z,1,1.0013448999961838,None,1,44,103,1,530.2289238999947,,,,,,,,,,,530.2200446999923,530.2289238999947,530.2289238999947,530.4287396,530.4287396,,531.2469135999854,z,1,3.459111364287306,531.2475198999746,531.2617711999919,534.7123761999828,534.6970213000022,1.0013448999961838,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,58,yellow,red,word,z,800,2000,104,45,1,z,1,0.880046099977335,None,1,45,104,57,534.7123761999828,,,,,,,,,,,534.6983348999929,534.7123761999828,534.7123761999828,534.9124039999733,534.9124039999733,,535.5980551999819,z,1,4.716058813911512,535.5987958999758,535.6125177999784,540.3298544999852,540.3142486999859,0.880046099977335,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,26,green,yellow,word,z,800,2000,105,46,1,z,1,0.687798400002066,None,1,46,105,25,540.3298544999852,,,,,,,,,,,540.3192883000011,540.3298544999852,540.3298544999852,540.5300100999884,540.5300100999884,,541.0316862999753,z,1,5.708776715123626,541.0325039999734,541.0464930999733,546.7470677999954,546.7316652000009,0.687798400002066,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,22,red,yellow,word,z,800,2000,106,47,1,z,1,0.6798460999852978,None,1,47,106,21,546.7470677999954,,,,,,,,,,,546.7373557999963,546.7470677999954,546.7470677999954,546.9470430999936,546.9470430999936,,547.4323314999929,z,1,4.7160962973871285,547.4331434999767,547.4471661999996,552.1639033999818,552.1489830999926,0.6798460999852978,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,8,black,yellow,word,z,800,2000,107,48,1,z,1,0.7590215000091121,None,1,48,107,7,552.1639033999818,,,,,,,,,,,552.1567635999818,552.1639033999818,552.1639033999818,552.3642130999942,552.3642130999942,,552.9332181999926,z,1,2.916704039528112,552.9341859999986,552.9477558999788,555.8646267000004,555.8491000999929,0.7590215000091121,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,9,red,blue,word,z,800,2000,108,49,1,z,1,0.63211279999814,None,1,49,108,8,555.8646267000004,,,,,,,,,,,555.854608499998,555.8646267000004,555.8646267000004,556.0647421999893,556.0647421999893,,556.5000867999915,z,1,4.271659521797264,556.5008580999856,556.5145872999856,560.7819202999817,560.7660465999797,0.63211279999814,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,40,yellow,yellow,word,m,800,2000,109,50,1,m,1,0.9512420000100974,None,1,50,109,39,560.7819202999817,,,,,,,,,,,560.7724694999924,560.7819202999817,560.7819202999817,560.9818112999783,560.9818112999783,,561.750423599995,m,1,2.6397775642751182,561.7512068999931,561.7650416999822,564.3988567999913,564.3834133999771,0.9512420000100974,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,6,red,yellow,word,z,800,2000,110,51,1,z,1,0.7329039999749511,None,1,51,110,5,564.3988567999913,,,,,,,,,,,564.3882964999939,564.3988567999913,564.3988567999913,564.598797899991,564.598797899991,,565.1343295999977,z,1,2.0465717793524725,565.1352271999931,565.1487973999756,567.1823934999993,567.1667209999869,0.7329039999749511,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,21,black,yellow,word,z,800,2000,111,52,1,z,1,0.7583718000096269,None,1,52,111,20,567.1823934999993,,,,,,,,,,,567.1737088999944,567.1823934999993,567.1823934999993,567.382489599986,567.382489599986,,567.9513076999865,z,1,2.548453329763812,567.952075499983,567.965730099997,570.4994661999808,570.4842466999835,0.7583718000096269,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,7,green,green,word,m,800,2000,112,53,1,m,1,0.8763651000044774,None,1,53,112,6,570.4994661999808,,,,,,,,,,,570.4918532999873,570.4994661999808,570.4994661999808,570.6995059999754,570.6995059999754,,571.3847132999799,m,1,4.419055258727322,571.3855647000019,571.3996476999891,575.8164733999874,575.8010326999938,0.8763651000044774,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,28,yellow,yellow,word,m,800,2000,113,54,1,m,1,0.7811097000085283,None,1,54,113,27,575.8164733999874,,,,,,,,,,,575.8069017999806,575.8164733999874,575.8164733999874,576.0165331999888,576.0165331999888,,576.6020569999819,m,1,2.180681938378465,576.6030058999895,576.6163875999919,578.7837599999912,578.767758699978,0.7811097000085283,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,30,blue,red,word,z,800,2000,114,55,1,z,1,0.6930341999977827,None,1,55,114,29,578.7837599999912,,,,,,,,,,,578.773675799981,578.7837599999912,578.7837599999912,578.9835845999769,578.9835845999769,,579.48546299999,z,1,5.17466116325664,579.4862873999809,579.5003880999866,584.6671337999869,584.6522043999867,0.6930341999977827,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,1,red,red,word,m,800,2000,115,56,1,m,1,0.6566905999789014,None,1,56,115,0,584.6671337999869,,,,,,,,,,,584.6579711999802,584.6671337999869,584.6671337999869,584.8674824999762,584.8674824999762,,585.3361995999876,m,1,5.578671207855389,585.3371477999899,585.3508753999777,590.9178140999866,590.9027310999809,0.6566905999789014,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,24,blue,green,word,z,800,2000,116,57,1,z,1,0.716901500010863,None,1,57,116,23,590.9178140999866,,,,,,,,,,,590.909256199986,590.9178140999866,590.9178140999866,591.1181484999834,591.1181484999834,,591.6375555999984,z,1,3.744887482621877,591.6384134999826,591.6516930999933,595.3853705999791,595.3697374999756,0.716901500010863,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,20,red,green,word,z,800,2000,117,58,1,z,1,0.7224583000061102,None,1,58,117,19,595.3853705999791,,,,,,,,,,,595.3766386999923,595.3853705999791,595.3853705999791,595.5852674999915,595.5852674999915,,596.1204998999892,z,1,5.764112527230401,596.1213742999826,596.1352323999745,601.8859644999902,601.8700654999993,0.7224583000061102,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,9,red,blue,word,z,800,2000,118,0,2,z,1,0.7638243999972474,None,2,0,118,8,601.8859644999902,,,,,,,,,,,601.8715890999883,601.8859644999902,601.8859644999902,602.0858791999926,602.0858791999926,,602.6547323999985,z,1,5.173478823951148,602.6555499999959,602.6690642999893,607.8364437999844,607.8208714999782,0.7638243999972474,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,48,yellow,red,word,z,800,2000,119,1,2,z,1,0.692044800001895,None,2,1,119,47,607.8364437999844,,,,,,,,,,,607.827618899988,607.8364437999844,607.8364437999844,608.0364269999845,608.0364269999845,,608.5390099999786,z,1,4.195171438067613,608.5399000999751,608.5533144999936,612.7369206000003,612.721444099996,0.692044800001895,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,37,red,green,word,z,800,2000,120,2,2,z,1,0.6433834000199568,None,2,2,120,36,612.7369206000003,,,,,,,,,,,612.7257718999754,612.7369206000003,612.7369206000003,612.9370490000001,612.9370490000001,,613.3890085999737,z,1,2.859055447629144,613.3896823999821,613.4036660999991,616.2539634999994,616.2384803999739,0.6433834000199568,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,8,black,yellow,word,z,800,2000,121,3,2,z,1,0.6853386000148021,None,2,3,121,7,616.2539634999994,,,,,,,,,,,616.246358799981,616.2539634999994,616.2539634999994,616.4539879999938,616.4539879999938,,616.9559810999781,z,1,4.46462911235261,616.956798899977,616.9706183999951,621.4209196000011,621.405657700001,0.6853386000148021,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,18,red,red,word,m,800,2000,122,4,2,m,1,0.7840477999998257,None,2,4,122,17,621.4209196000011,,,,,,,,,,,621.4129363999818,621.4209196000011,621.4209196000011,621.6209638,621.6209638,,622.207408599992,m,1,4.239422306586779,622.2081010999973,622.2210637999815,626.4548329999961,626.4393930999795,0.7840477999998257,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,12,yellow,yellow,word,m,800,2000,123,5,2,m,1,0.7938479000004008,None,2,5,123,11,626.4548329999961,,,,,,,,,,,626.4471943999815,626.4548329999961,626.4548329999961,626.655074499984,626.655074499984,,627.2569906999997,m,1,4.955747315295763,627.2577749999764,627.2714502000017,632.222085699992,632.2066489999997,0.7938479000004008,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,25,red,blue,word,z,800,2000,124,6,2,z,1,0.7554207000066526,None,2,6,124,24,632.222085699992,,,,,,,,,,,632.2116158999852,632.222085699992,632.222085699992,632.4220800999901,632.4220800999901,,632.9909222999995,z,1,2.0425566149247416,632.9917366000009,633.0055641999934,635.039340999996,635.0234269999783,0.7554207000066526,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,20,red,green,word,z,800,2000,125,7,2,z,1,0.7476966999820434,None,2,7,125,19,635.039340999996,,,,,,,,,,,635.0250722999917,635.039340999996,635.039340999996,635.2390969999833,635.2390969999833,,635.7910392999765,z,1,4.74174491040235,635.7917030999961,635.805818199995,640.5396520999784,640.5238703999785,0.7476966999820434,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,33,yellow,green,word,z,800,2000,126,8,2,z,1,0.9016378999804147,None,2,8,126,32,640.5396520999784,,,,,,,,,,,640.5321231999842,640.5396520999784,640.5396520999784,640.739828299993,640.739828299993,,641.458585299988,z,1,1.38814136261332,641.45940349999,641.4728061999776,642.8566222999943,642.8410340999835,0.9016378999804147,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,24,blue,green,word,z,800,2000,127,9,2,z,1,1.047686900012195,None,2,9,127,23,642.8566222999943,,,,,,,,,,,642.8478303999873,642.8566222999943,642.8566222999943,643.0565447999979,643.0565447999979,,643.9084485999774,z,1,4.511524320964467,643.9092799999926,643.9229493999737,648.4237549999962,648.4083868000016,1.047686900012195,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,56,green,red,word,z,800,2000,128,10,2,z,1,0.8571769999980461,None,2,10,128,55,648.4237549999962,,,,,,,,,,,648.4135166999768,648.4237549999962,648.4237549999962,648.6238257999939,648.6238257999939,,649.2926597999758,z,1,5.942885746241659,649.2934835999913,649.3071911000006,655.2410835999763,655.2255283999839,0.8571769999980461,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,41,green,green,word,m,800,2000,129,11,2,m,1,0.9110433000023477,None,2,11,129,40,655.2410835999763,,,,,,,,,,,655.2271748999774,655.2410835999763,655.2410835999763,655.4410298999865,655.4410298999865,,656.1597692999931,m,1,2.5129192910110127,656.1607924999844,656.1743438999983,658.6745323999785,658.6592293999856,0.9110433000023477,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,14,yellow,blue,word,z,800,2000,130,12,2,z,1,0.8687782000051811,None,2,12,130,13,658.6745323999785,,,,,,,,,,,658.6683931000007,658.6745323999785,658.6745323999785,658.8747350999911,658.8747350999911,,659.5598858000012,z,1,2.8225897078026465,659.560731799982,659.5746226999909,662.3917866999982,662.3762337999942,0.8687782000051811,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,39,red,yellow,word,z,800,2000,131,13,2,z,1,0.7050269999890588,None,2,13,131,38,662.3917866999982,,,,,,,,,,,662.3829397999798,662.3917866999982,662.3917866999982,662.5920761000016,662.5920761000016,,663.1105589999934,z,1,1.364289435573012,663.111585799983,663.1250665999833,664.4751396999927,664.4597918999789,0.7050269999890588,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,10,green,yellow,word,z,800,2000,132,14,2,z,1,0.7521374000061769,None,2,14,132,9,664.4751396999927,,,,,,,,,,,664.46499149999,664.4751396999927,664.4751396999927,664.6752249999845,664.6752249999845,,665.2439781999856,z,1,4.423516917267053,665.24481069998,665.258738399978,669.6756173999747,669.6605727999995,0.7521374000061769,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,28,yellow,yellow,word,m,800,2000,133,15,2,m,1,0.8266730000032112,None,2,15,133,27,669.6756173999747,,,,,,,,,,,669.6686057999905,669.6756173999747,669.6756173999747,669.8758518999966,669.8758518999966,,670.5112611999793,m,1,1.3131272212381582,670.5121164000011,670.5256955999939,671.8259822999826,671.8101044999785,0.8266730000032112,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,31,yellow,red,word,z,800,2000,134,16,2,z,1,0.6863687000004575,None,2,16,134,30,671.8259822999826,,,,,,,,,,,671.8114998999808,671.8259822999826,671.8259822999826,672.0259380999778,672.0259380999778,,672.5279256999784,z,1,1.7792989002392896,672.5286211999774,672.5427735999983,674.3098140999791,674.2941000999999,0.6863687000004575,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,40,yellow,yellow,word,m,800,2000,135,17,2,m,1,0.7450671000115108,None,2,17,135,39,674.3098140999791,,,,,,,,,,,674.2954035000002,674.3098140999791,674.3098140999791,674.5097180999874,674.5097180999874,,675.0617626999738,m,1,5.748747590674476,675.0626125999843,675.0761832999997,680.8102344999788,680.7950786000001,0.7450671000115108,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,11,green,red,word,z,800,2000,136,18,2,z,1,0.9990307999833021,None,2,18,136,10,680.8102344999788,,,,,,,,,,,680.8025052000012,680.8102344999788,680.8102344999788,681.010242999997,681.010242999997,,681.8128122999915,z,1,1.594688906912605,681.8135152999894,681.8269089999958,683.410541499994,683.394928099995,0.9990307999833021,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,22,red,yellow,word,z,800,2000,137,19,2,z,1,0.8597695999778807,None,2,19,137,21,683.410541499994,,,,,,,,,,,683.3989949999959,683.410541499994,683.410541499994,683.6105758999765,683.6105758999765,,684.2790442999976,z,1,3.061500208167186,684.2797410999774,684.2940426999994,687.3445402999932,687.3287022000004,0.8597695999778807,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,32,orange,green,word,z,800,2000,138,20,2,z,1,0.7904572999977972,None,2,20,138,31,687.3445402999932,,,,,,,,,,,687.3362363999768,687.3445402999932,687.3445402999932,687.5442435999867,687.5442435999867,,688.1462756999827,z,1,5.217258373322296,688.1471222999971,688.1608925999899,693.3780958999996,693.3628779999854,0.7904572999977972,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,38,blue,blue,word,m,800,2000,139,21,2,m,1,0.8267922999802977,None,2,21,139,37,693.3780958999996,,,,,,,,,,,693.3701158999756,693.3780958999996,693.3780958999996,693.5781208999979,693.5781208999979,,694.213508899993,m,1,4.140624140065396,694.2143678999855,694.2280430999817,698.362083199987,698.3466436000017,0.8267922999802977,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,7,green,green,word,m,800,2000,140,22,2,m,1,0.8759504999907222,None,2,22,140,6,698.362083199987,,,,,,,,,,,698.3554619999777,698.362083199987,698.362083199987,698.561967799993,698.561967799993,,699.2476345999748,m,1,2.7236528642635722,699.2483703999897,699.2620973000012,701.979241699999,701.9634941999975,0.8759504999907222,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,21,black,yellow,word,z,800,2000,141,23,2,z,1,0.7176193000050262,None,2,23,141,20,701.979241699999,,,,,,,,,,,701.9713924999814,701.979241699999,701.979241699999,702.1789678999921,702.1789678999921,,702.7143897999777,z,1,1.6572183619300465,702.715089299978,702.7289861999743,704.3791763999907,704.3635960999818,0.7176193000050262,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,27,green,red,word,z,800,2000,142,24,2,z,1,0.8647905999969225,None,2,24,142,26,704.3791763999907,,,,,,,,,,,704.3704730999889,704.3791763999907,704.3791763999907,704.5788940999773,704.5788940999773,,705.2478575999849,z,1,3.2047347134749447,705.248580799991,705.2626901999756,708.4632060999866,708.447539899993,0.8647905999969225,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,45,red,red,word,m,800,2000,143,25,2,m,1,0.8392665999999736,None,2,25,143,44,708.4632060999866,,,,,,,,,,,708.4518179000006,708.4632060999866,708.4632060999866,708.6629411999893,708.6629411999893,,709.3151304999774,m,1,4.546537535543715,709.3161024999863,709.3296043000009,713.8635778999887,713.8481380000012,0.8392665999999736,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,16,red,green,word,z,800,2000,144,26,2,z,1,0.9207450999820139,None,2,26,144,15,713.8635778999887,,,,,,,,,,,713.8497281999735,713.8635778999887,713.8635778999887,714.0635207000014,714.0635207000014,,714.7991825999925,z,1,1.3352418257252072,714.7998991999775,714.8138275999809,716.1474391999946,716.1314191999845,0.9207450999820139,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,17,yellow,green,word,z,800,2000,145,27,2,z,1,0.8451820999907795,None,2,27,145,16,716.1474391999946,,,,,,,,,,,716.1400869999779,716.1474391999946,716.1474391999946,716.3471510999952,716.3471510999952,,716.9985533999861,z,1,1.7975714052614329,716.9992303999898,717.0134308999986,718.7975330999761,718.781594399974,0.8451820999907795,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,57,yellow,yellow,word,m,800,2000,146,28,2,m,1,0.7409564999979921,None,2,28,146,56,718.7975330999761,,,,,,,,,,,718.7832957999781,718.7975330999761,718.7975330999761,718.9973060999764,718.9973060999764,,719.5493172999995,m,1,3.2474155595362215,719.5500853999984,719.5642350999988,722.7977148999926,722.7818065999891,0.7409564999979921,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,inconsistent,29,green,blue,word,z,800,2000,147,29,2,z,1,0.7739371000207029,None,2,29,147,28,722.7977148999926,,,,,,,,,,,722.7877213999745,722.7977148999926,722.7977148999926,722.9978369000019,722.9978369000019,,723.583247499977,z,1,2.987290911597044,723.5840113000013,723.5978278999974,726.5813822999771,726.5659903999767,0.7739371000207029,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
test,consistent,47,blue,blue,word,m,800,2000,148,30,2,m,1,0.7190690000134055,None,2,30,148,46,726.5813822999771,,,,,,,,,,,726.5733438999741,726.5813822999771,726.5813822999771,726.7814771999838,726.7814771999838,,727.3166052000015,m,1,5.839262220811734,727.3174500999739,727.3313744999759,733.1654990999959,733.1497767999826,0.7190690000134055,None,,,Shuai,001,2025-03-10_20h25.50.700,pleaseworkstroopcontrol,2024.2.4,59.99192508476104,2025-03-10 20h26.08.283831 -0700,
